,name,candidate_id,state,incumbent_challenge_full,party_full,office_full,cycles,election_years,last_file_date,load_date
3588,"CRAMER, ROBERT E ""BUD"" JR",H0AL05049,AL,,DEMOCRATIC PARTY,House,"[1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]","[1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008]",2007-05-30,2012-01-31T21:44:08
3589,"CRAMER, ROBERT JAMES",H4IA03099,IA,Challenger,REPUBLICAN PARTY,House,"[2014, 2016]","[2014, 2016]",2015-02-19,2015-02-20T21:24:09
3590,"CRAMER, THOMAS A",H0WA08053,WA,Challenger,DEMOCRATIC PARTY,House,"[2010, 2012, 2014]","[2010, 2012]",2012-06-04,2013-04-26T09:04:30
3591,"CRAMER, THOMAS ALLEN",H8IL06055,IL,Challenger,DEMOCRATIC PARTY,House,"[1998, 2000, 2002, 2004, 2006, 2008, 2010]","[1998, 2000]",1999-05-24,2002-04-12T00:00:00
3592,"CRAMER, THOMAS ALLEN",H8WA08122,WA,Open seat,DEMOCRATIC PARTY,House,[2018],[2018],2017-05-08,2018-01-09T21:09:43
3593,"CRAMER, THOMAS EVERETT",S2MS00124,MS,Challenger,CONSTITUTIONAL,Senate,"[2012, 2014, 2016, 2018]",[2012],2012-03-07,2018-02-17T09:16:20
3594,"CRAMPTON, LEWIS S W",H4MA10043,MA,Challenger,REPUBLICAN PARTY,House,"[1984, 1986, 1988, 1990, 1992, 1994]",[1984],1984-05-04,2002-03-30T00:00:00
3595,"CRANBERG, LAWRENCE",S2TX00155,TX,Open seat,REPUBLICAN PARTY,Senate,[2002],[2002],2002-08-15,2003-02-25T00:00:00
3596,"CRANE, ALMA PETER",H2UT02134,UT,Open seat,INDEPENDENT,House,[1992],[1992],1992-05-20,2002-03-30T00:00:00
3597,"CRANE, MICHAEL ROBERT",H0GA13032,GA,Open seat,REPUBLICAN PARTY,House,"[2010, 2012, 2014, 2016, 2018]","[2010, 2016]",2016-04-12,2017-02-23T14:47:46
3598,"CRANE, PHILIP M",S6IL00110,IL,Challenger,,Senate,"[1986, 1988, 1990, 1992, 1994, 1996, 1998]",[1986],1986-09-30,2002-04-03T00:00:00
3599,"CRANGLE, TOMMY FRANKLIN",H0TN03288,TN,Open seat,REPUBLICAN PARTY,House,[2010],[2010],2009-06-25,2009-06-26T00:00:00
3600,"CRANK, JEFF",H6CO05142,CO,Challenger,REPUBLICAN PARTY,House,"[2006, 2008, 2010, 2012]","[2006, 2008]",2007-09-26,2008-01-07T21:45:39
3601,"CRANLEY, JOHN J IV",H0OH01040,OH,Challenger,DEMOCRATIC PARTY,House,"[2000, 2002, 2006, 2008, 2010]","[2000, 2006]",2008-03-10,2009-04-29T00:00:00
3602,"CRANSTON, ALAN",P40000176,US,Challenger,DEMOCRATIC PARTY,President,"[1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000]",[1984],1987-12-28,2002-04-07T00:00:00
3603,"CRAPO, MICHAEL D",S8ID00027,ID,Incumbent,REPUBLICAN PARTY,Senate,"[1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]","[1998, 2004, 2010, 2016, 2022]",2017-07-25,2018-02-17T09:16:20
3604,"CRAPO, MICHAEL D",H2ID02034,ID,Challenger,REPUBLICAN PARTY,House,"[1992, 1994, 1996, 1998, 2000, 2002]","[1992, 1994, 1996, 1998]",1996-11-12,2002-04-12T00:00:00
3605,"CRAPPS, STEVE",H6FL02265,FL,Open seat,DEMOCRATIC PARTY,House,[2016],[2016],2016-09-28,2016-09-30T20:59:21
3606,"CRARY, JAMES ""JIM""",H6OR02181,OR,Challenger,DEMOCRATIC PARTY,House,"[2016, 2018]","[2016, 2018]",2017-03-03,2018-04-05T21:08:42
3607,"CRASS, STEVEN MICHAEL",H4CA16148,CA,Challenger,REPUBLICAN PARTY,House,[2014],[2014],2014-03-26,2014-04-22T22:14:23
3608,"CRASWELL, BRUCE A",H8WA01069,WA,Challenger,OTHER,House,"[1998, 2000]",[1998],1998-08-03,2002-04-07T00:00:00
3609,"CRAVAACK, RAYMOND J MR.",H0MN08115,MN,Challenger,REPUBLICAN PARTY,House,"[2010, 2012, 2014, 2016, 2018]","[2010, 2012]",2012-10-15,2013-04-26T09:04:30
3610,"CRAVINS, DONALD RAY SR",H4LA07052,LA,Challenger,DEMOCRATIC PARTY,House,"[2004, 2006, 2008]",[2004],2004-04-08,2006-06-16T00:00:00
3611,"CRAVINS, DONALD R JR",H8LA07046,LA,Challenger,DEMOCRATIC PARTY,House,"[2008, 2010, 2012]",[2008],2008-08-13,2008-08-13T21:52:26
3612,"CRAVOTTA, SAMUEL ANTHONY",H2WV02100,WV,Challenger,REPUBLICAN PARTY,House,"[1992, 1994, 1996, 1998, 2000]","[1992, 1994]",1994-04-15,2002-04-07T00:00:00
3613,"CRAWFORD, BILL",H6MS03038,MS,Open seat,REPUBLICAN PARTY,House,[1996],[1996],1995-11-13,2002-04-02T00:00:00
3614,"CRAWFORD, DAVID RUDOLF",H2NC05116,NC,Challenger,DEMOCRATIC PARTY,House,"[2002, 2004]",[2002],2002-07-17,2002-07-23T00:00:00
3615,"CRAWFORD, DENNIS P",H4NE01163,NE,Challenger,DEMOCRATIC PARTY,House,"[2014, 2016, 2018]","[2014, 2018]",2017-06-26,2017-08-01T20:57:28
3616,"CRAWFORD, DONALD L JR",S6LA00383,LA,Open seat,REPUBLICAN PARTY,Senate,"[2016, 2018]",[2016],2016-07-22,2018-02-17T09:16:20
3617,"CRAWFORD, ERIC ALAN RICK",H0AR01083,AR,Incumbent,REPUBLICAN PARTY,House,"[2010, 2012, 2014, 2016, 2018]","[2010, 2012, 2014, 2016, 2018]",2016-12-12,2017-05-02T21:07:31
3618,"CRAWFORD, HARRY T JR",H0AK00089,AK,Challenger,DEMOCRATIC PARTY,House,"[2010, 2012]",[2010],2009-09-08,2011-02-24T10:53:12
3619,"CRAWFORD, JACK F",H4IN01020,IN,Challenger,DEMOCRATIC PARTY,House,"[1984, 1986, 1988]",[1984],1983-07-22,2002-03-30T00:00:00
3620,"CRAWFORD, JAMES R (RICK)",H4GA11038,GA,Challenger,DEMOCRATIC PARTY,House,"[2004, 2006, 2008]",[2004],2003-08-01,2005-03-02T00:00:00
3621,"CRAWFORD, JERRY",H8NY28059,NY,Challenger,RIGHT TO LIFE,House,"[1998, 2000, 2002, 2004]",[1998],1997-07-22,2002-04-12T00:00:00
3622,"CRAWFORD, JOHN",H2OK05037,OK,Challenger,DEMOCRATIC PARTY,House,[1992],[1992],1992-03-24,2002-03-30T00:00:00
3623,"CRAWFORD, RICHARD C",H4OK01065,OK,Open seat,REPUBLICAN PARTY,House,[1994],[1994],1994-07-09,2002-03-30T00:00:00
3624,"CRAWFORD, RUSSELL CLOYDE",H2TX00080,TX,Open seat,INDEPENDENT,House,"[2002, 2004]",[2002],2001-12-28,2002-10-23T00:00:00
3625,"CRAWFORD, STEPHEN",H4MD06050,MD,Challenger,DEMOCRATIC PARTY,House,"[1994, 1996, 1998, 2000]","[1994, 1996]",1995-05-10,2002-04-07T00:00:00
3626,"CRAWLEY, CENDIE",H8AL02155,AL,Open seat,DEMOCRATIC PARTY,House,[2008],[2008],2008-05-10,2008-07-23T00:00:00
3627,"CRAWLEY, TIMOTHY",S4OR00206,OR,Challenger,REPUBLICAN PARTY,Senate,[2014],[2014],2014-04-15,2014-04-24T22:16:15
3628,"CREAGER, ROBERT EDWIN II",H6MD08408,MD,Challenger,LIBERTARIAN PARTY,House,"[1996, 1998]",[1996],1996-02-27,2002-04-03T00:00:00
3629,"CREAN, JOHNNIE ROBERT",H2CA40019,CA,Challenger,REPUBLICAN PARTY,House,"[1982, 1984, 1986, 1988, 1990]",[1982],1982-05-25,2002-03-30T00:00:00
3630,"CREDICO, RANDOLPH A",S0NY00444,NY,Challenger,DEMOCRATIC PARTY,Senate,"[2010, 2012]",[2010],2009-11-04,2011-06-21T09:19:11
3631,"CREECH, BILLY J",H4NC02085,NC,Challenger,REPUBLICAN PARTY,House,"[2004, 2006]",[2004],2004-06-29,2005-03-02T00:00:00
3632,"CREECH, EUGENE ALLAN",H2NJ04058,NJ,Challenger,DEMOCRATIC PARTY,House,"[1982, 1990]","[1982, 1990]",1990-05-23,2002-03-30T00:00:00
3633,"CREEL, FRANK W",H2VA11131,VA,Challenger,CONSTITUTION PARTY,House,"[2002, 2004]",[2002],2002-11-04,2002-12-20T00:00:00
3634,"CREIGHTON, FRANCIS W",H0NY01053,NY,Challenger,REPUBLICAN PARTY,House,[1990],[1990],1990-08-13,2002-03-30T00:00:00
3635,"CREMEANS, FRANK A",H4OH06033,OH,Challenger,REPUBLICAN PARTY,House,"[1994, 1996, 1998, 2000, 2002, 2004, 2006]","[1994, 1996, 1998]",1997-10-23,2002-04-12T00:00:00
3636,"CRENSHAW, ANDER",H0FL04066,FL,Incumbent,REPUBLICAN PARTY,House,"[2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]","[2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016]",2015-08-19,2017-02-23T14:47:46
3637,"CRENSHAW, DANIEL",H8TX02166,TX,Open seat,UNKNOWN,House,[2018],[2018],2018-04-09,2018-04-09T21:07:45
3638,"CRESITELLO, DONALD",S2NJ00114,NJ,Challenger,DEMOCRATIC PARTY,Senate,"[1982, 2008, 2010]","[1982, 2008]",1982-05-27,2008-05-14T00:00:00
3639,"CRESPO, PAUL L",H0FL25046,FL,Open seat,REPUBLICAN PARTY,House,"[2010, 2012, 2014]",[2010],2010-04-19,2011-04-04T10:50:58
3640,"CREVELT, DAVID C",H6CA18073,CA,Challenger,REPUBLICAN PARTY,House,"[1986, 1988, 1990, 1992, 1994]",[1986],1986-07-18,2002-03-30T00:00:00
3641,"CREWS, RONALD A",H4MA03071,MA,Challenger,REPUBLICAN PARTY,House,"[2004, 2006]",[2004],2004-04-21,2005-03-02T00:00:00
3642,"CRICKENBERGER, RON",H0VA08073,VA,Challenger,INDEPENDENT,House,"[2000, 2002, 2004]","[2000, 2002]",2002-12-26,2005-03-02T00:00:00
3643,"CRIDER, MICHAEL R MR.",H8IN06095,IN,Open seat,REPUBLICAN PARTY,House,[2018],[2018],2017-08-22,2018-01-09T21:09:43
3644,"CRIM, LARRY R",S2TN00223,TN,Open seat,REPUBLICAN PARTY,Senate,"[2012, 2014, 2016, 2018]","[2012, 2014, 2018]",2016-10-13,2018-02-17T09:16:20
3645,"CRIMMINS, MICHAEL ",H8CA53019,CA,Open seat,REPUBLICAN PARTY,House,"[2008, 2010, 2012]","[2008, 2010, 2012]",2012-03-07,2012-07-18T22:13:00
3646,"CRIPE, KEVIN H",H2CA18114,CA,Challenger,AMERICAN INDEPENDENT PARTY,House,"[2002, 2004]",[2002],2002-02-28,2002-05-22T00:00:00
3647,"CRISCENZO, JEENI",H6CA49086,CA,Challenger,DEMOCRATIC PARTY,House,"[2006, 2008]",[2006],2006-02-24,2009-04-29T00:00:00
3648,"CRISCO, KEITH",H4NC02119,NC,Challenger,DEMOCRATIC PARTY,House,"[2014, 2016]",[2014],2013-12-16,2015-04-02T15:52:44
3649,"CRISELL, TED",H0CA45038,CA,Challenger,DEMOCRATIC PARTY,House,"[2000, 2002, 2004, 2006]",[2000],1999-09-27,2002-04-12T00:00:00
3650,"CRISTAUDO, FRANK A",H8NJ01051,NJ,Challenger,REPUBLICAN PARTY,House,"[1988, 1990]",[1988],1988-04-25,2002-03-30T00:00:00
3651,"CRIST, CHARLIE",S6FL00160,FL,Open seat,NONE,Senate,"[1996, 1998, 2000, 2010, 2012]","[1998, 2010]",2010-05-07,2011-06-21T09:19:11
3652,"CRIST, CHARLIE JOSEPH",H6FL13205,FL,Incumbent,DEMOCRATIC PARTY,House,"[2016, 2018]","[2016, 2018]",2018-05-20,2018-05-20T21:05:25
3653,"CRIST, CHERYL A.",H4WA03098,WA,Open seat,DEMOCRATIC PARTY,House,"[2004, 2006, 2008, 2010, 2012]","[2004, 2008, 2010]",2009-12-22,2011-02-24T10:53:11
3654,"CRITTENDON, JENNIE M",H0MI07028,MI,Challenger,DEMOCRATIC PARTY,House,"[2000, 2002]",[2000],2000-08-31,2002-04-12T00:00:00
3655,"CRITZ, MARK",H0PA12132,PA,Challenger,DEMOCRATIC PARTY,House,"[2010, 2012, 2014, 2016]","[2010, 2012]",2011-09-20,2013-04-26T09:04:30
3656,"CROCHETIERE, BRUCE",H8NH01277,NH,Open seat,REPUBLICAN PARTY,House,[2018],[2018],2018-05-01,2018-07-17T21:11:36
3657,"CROCKER, RONALD EDWARD ""ED""",H6OK04072,OK,Challenger,DEMOCRATIC PARTY,House,"[1996, 1998]",[1996],1995-08-25,2002-04-03T00:00:00
3658,"CROCKETT, DAVID",H6TN01214,TN,Open seat,REPUBLICAN PARTY,House,[1996],[1996],1996-05-29,2002-04-02T00:00:00
3659,"CROCKETT, MARK ALLEN",H2UT02209,UT,Challenger,REPUBLICAN PARTY,House,[2002],[2002],2002-03-12,2002-04-16T00:00:00
3660,"CRODDY, ROBERT D",H4IN07100,IN,Challenger,REPUBLICAN PARTY,House,"[2004, 2006]",[2004],2003-10-15,2005-03-02T00:00:00
3661,"CRONE, JAMES ALAN",H2IN06197,IN,Open seat,DEMOCRATIC PARTY,House,"[2012, 2014, 2016]",[2012],2011-06-28,2013-04-26T09:04:30
3662,"CRONIN, GERARD J",H4NY09082,NY,Challenger,REPUBLICAN PARTY,House,[2004],[2004],2004-07-15,2005-03-02T00:00:00
3663,"CRONIN, PAUL WILLIAM",H6MA05022,MA,Challenger,REPUBLICAN PARTY,House,"[1976, 1978, 1980, 1982, 1984, 1992, 1994, 1996]","[1976, 1992, 2000]",1992-09-16,2002-04-02T00:00:00
3664,"CRONIN, SEAN ANTHONY",H0WI07044,WI,Challenger,REPUBLICAN PARTY,House,"[2000, 2002]",[2000],1999-08-17,2002-04-12T00:00:00
3665,"CRONIN, THOMAS E",H2CO05018,CO,Challenger,DEMOCRATIC PARTY,House,"[1982, 1984, 1986, 1988, 1990]",[1982],1982-05-21,2002-03-30T00:00:00
3666,"CRONK, BRUCE",S0OR00303,OR,Challenger,OTHER,Senate,"[2010, 2012]",[2010],2010-11-01,2011-06-21T09:19:11
3667,"CRONRATH, CARL DONALD JR",H4PA06029,PA,Challenger,REPUBLICAN PARTY,House,[1994],[1994],1993-06-01,2002-03-30T00:00:00
3668,"CROOK, DOUGLAS WILLIAM",S0WY00012,WY,Challenger,REPUBLICAN PARTY,Senate,[1990],[1990],1990-06-05,2002-03-30T00:00:00
3669,"CROOK, GAIL",S2VA00118,VA,Challenger,DEMOCRATIC PARTY,Senate,"[2002, 2004]",[2002],2002-06-21,2003-02-25T00:00:00
3670,"CROOKS, DAVID L",H2IN08094,IN,Challenger,DEMOCRATIC PARTY,House,[2012],[2012],2011-05-04,2011-08-01T23:09:05
3671,"CROOM, MILTON MACON",S6NC00142,NC,Open seat,DEMOCRATIC PARTY,Senate,[1986],[1986],1986-03-12,2002-03-30T00:00:00
3672,"CROPSEY, ALAN LEE",H0MI10113,MI,Challenger,REPUBLICAN PARTY,House,"[1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012]",[1990],1990-01-22,2002-04-12T13:13:26
3673,"CROSBY, MARGARET BARBER",H4RI01075,RI,Challenger,REPUBLICAN PARTY,House,"[2004, 2006]",[2004],2003-10-28,2005-03-02T00:00:00
3674,"CROSS, CURTIS R",H2CA37064,CA,Challenger,DEMOCRATIC PARTY,House,"[1982, 1984]",[1982],1982-03-23,2002-03-30T00:00:00
3675,"CROSS, DONALD TREVOR",H2MO01096,MO,Challenger,DEMOCRATIC PARTY,House,"[1992, 1994, 1996, 1998]",[1993],1992-06-19,2002-04-03T00:00:00
3676,"CROSSEN, MICHAEL KELLY",H2MA10021,MA,Challenger,REPUBLICAN PARTY,House,"[1992, 1994]",[1992],1991-07-03,2002-03-30T00:00:00
3677,"CROSSE, SAINT GEORGE",H6MD07095,MD,Challenger,REPUBLICAN PARTY,House,"[1986, 1988, 1990, 1992, 1994, 1996]",[1986],1986-07-07,2002-04-02T00:00:00
3678,"CROSSEY, MICHAEL J",H8PA18173,PA,Open seat,DEMOCRATIC PARTY,House,[2018],[2018],2017-07-15,2018-01-09T21:09:43
3679,"CROSS, HAROLD A",H6MS03145,MS,Open seat,REPUBLICAN PARTY,House,[1996],[1996],1996-02-13,2002-04-02T00:00:00
3680,"CROSS, JANE",H2TX15062,TX,Challenger,DEMOCRATIC PARTY,House,"[2012, 2014, 2016]",[2012],2012-01-05,2013-04-26T09:04:30
3681,"CROSSLAND, PETE",H4OH16115,OH,Challenger,DEMOCRATIC PARTY,House,"[2014, 2016]",[2014],2014-03-10,2015-04-02T15:52:44
3682,"CROSS, SHAUN M",H4WA05085,WA,Challenger,REPUBLICAN PARTY,House,"[2004, 2006]",[2004],2003-09-02,2006-06-16T00:00:00
3683,"CROTTS, MIKE D",H4GA08075,GA,Challenger,REPUBLICAN PARTY,House,"[2004, 2006]",[2004],2003-09-17,2006-06-16T00:00:00
3684,"CROTTY, PETER",H2NY27070,NY,Challenger,DEMOCRATIC PARTY,House,"[2002, 2004, 2006]","[2002, 2004]",2004-05-25,2005-03-02T00:00:00
3685,"CROUCH, JERRY",H2UT01037,UT,Challenger,DEMOCRATIC PARTY,House,[1992],[1992],1992-05-04,2002-03-30T00:00:00
3686,"CROWDER, ROBERT L",H2FL18062,FL,Challenger,REPUBLICAN PARTY,House,[2012],[2012],2012-02-27,2012-04-25T21:53:17
3687,"CROWE, DAVID",H2AZ03095,AZ,Challenger,DEMOCRATIC PARTY,House,[2012],[2012],2012-02-10,2012-04-24T21:39:46
3688,"CROWE, DAVID",S2AZ00224,AZ,Open seat,DEMOCRATIC PARTY,Senate,[2012],[2012],2011-10-18,2011-10-27T00:38:15
3689,"CROWE, DERRICK CHAD MR.",H8TX21158,TX,Open seat,DEMOCRATIC PARTY,House,[2018],[2018],2017-04-03,2018-01-09T21:09:43
3690,"CROWELL, SHAUN E DR",S2TN00256,TN,Challenger,INDEPENDENT,Senate,"[2012, 2014]",[2012],2012-03-21,2013-04-26T09:04:30
3691,"CROW, JASON",H8CO06229,CO,Challenger,DEMOCRATIC PARTY,House,[2018],[2018],2017-04-11,2017-08-01T20:57:28
3692,"CROW, KEVIN HENRY",S4OK00281,OK,Open seat,REPUBLICAN PARTY,Senate,"[2014, 2016]",[2014],2014-03-12,2016-11-17T06:10:49
3693,"CROWLEY, CAMERON S",H6GA04111,GA,Challenger,REPUBLICAN PARTY,House,"[1996, 1998]",[1996],1996-05-15,2002-04-03T00:00:00
3694,"CROWLEY, DAVID COCHRANE II",H8CA33243,CA,Challenger,REPUBLICAN PARTY,House,"[2008, 2010, 2012]","[2008, 2010, 2012]",2012-01-14,2012-01-24T21:31:59
3695,"CROWLEY, DAVID F",H2NY28037,NY,Challenger,REPUBLICAN PARTY,House,"[1982, 1984, 1986, 1988, 1990, 1992, 1994]","[1982, 1984]",1983-12-23,2002-03-30T00:00:00
3696,"CROWLEY, ELIZABETH S",H2NY06124,NY,Challenger,DEMOCRATIC PARTY,House,"[2012, 2014, 2016]",[2012],2012-03-30,2013-04-26T09:04:30
3697,"CROWLEY, JOSEPH",H8NY07046,NY,Incumbent,DEMOCRATIC PARTY,House,"[1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]","[1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",2018-09-18,2018-09-18T21:16:29
3698,"CROWLEY, MICHAEL CHARLES",H4TX16041,TX,Challenger,DEMOCRATIC PARTY,House,[1994],[1994],1994-01-11,2002-03-30T00:00:00
3699,"CROWLEY, WALTER H",H4NY09033,NY,Challenger,DEMOCRATIC PARTY,House,"[1984, 1986]",[1984],1984-09-13,2002-03-30T00:00:00
3700,"CROW, RANDOLPH W",S2NC00174,NC,Open seat,DEMOCRATIC PARTY,Senate,[2002],[2002],2002-04-01,2003-02-25T00:00:00
3701,"CROW, RANDOLPH WILSON",P00003343,US,Challenger,REPUBLICAN PARTY,President,"[1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016]","[2000, 2008, 2012]",2010-11-12,2016-11-17T06:10:48
3702,"CROW, RANDOLPH WILSON",H8NC07051,NC,Challenger,REPUBLICAN PARTY,House,"[1998, 2000, 2012]","[1998, 2000, 2012]",2010-03-15,2012-03-26T21:35:35
3703,"CROWSON, THOMAS A",H4WA03080,WA,Challenger,REPUBLICAN PARTY,House,"[2004, 2006, 2008]",[2004],2003-09-08,2005-03-02T00:00:00
3704,"CROZIER, MICHAEL L",H0HI02049,HI,Challenger,DEMOCRATIC PARTY,House,"[1990, 1992, 1994, 1996]",[1990],1990-07-19,2002-04-02T00:00:00
3705,"CROZIER, WILLIAM E",S4OK00042,OK,Challenger,REPUBLICAN PARTY,Senate,"[1984, 1986, 1988, 1990, 1992, 1994, 1996]",[1984],1984-10-18,2002-04-02T00:00:00
3706,"CRUICKSHANK, GORDON S",H4VA11046,VA,Challenger,LIBERTARIAN PARTY,House,"[1994, 1996]",[1994],1994-09-28,2002-04-02T00:00:00
3707,"CRUMP, GEORGE ENTWISTLE III",H2NC08060,NC,Challenger,REPUBLICAN PARTY,House,[1992],[1992],1992-03-18,2002-03-30T00:00:00
3708,"CRUMP, SAMUEL TURRENTINE SR",H0AZ03347,AZ,Open seat,REPUBLICAN PARTY,House,[2010],[2010],2010-02-12,2010-04-19T22:09:16
3709,"CRUMPTON, RONALD (RON) STEVEN",S6AL00302,AL,Challenger,DEMOCRATIC PARTY,Senate,"[2016, 2018]",[2016],2015-04-03,2018-02-17T09:16:20
3710,"CRUTCHER, RON",H6OH03019,OH,Challenger,REPUBLICAN PARTY,House,"[1976, 1986, 1988, 1990, 1992, 1994, 1996]","[1976, 1986, 1988]",1988-04-19,2002-04-02T00:00:00
3711,"CRUZ, ERIN",S8CA00440,CA,Challenger,REPUBLICAN PARTY,Senate,[2018],[2018],2018-01-09,2018-04-17T21:13:11
3712,"CRUZ, MANUEL QUITUGUA",H8GU00014,GU,Challenger,REPUBLICAN PARTY,House,"[1998, 2000, 2002]","[1998, 2000]",2000-07-24,2002-04-12T00:00:00
3713,"CRUZ, RAFAEL EDWARD  TED",S2TX00312,TX,Incumbent,REPUBLICAN PARTY,Senate,"[2012, 2014, 2016, 2018]","[2012, 2018]",2018-10-15,2018-10-15T21:09:23
3714,"CRUZ, RAFAEL EDWARD ""TED""",P60006111,US,Open seat,REPUBLICAN PARTY,President,"[2016, 2018]",[2016],2015-03-23,2018-02-17T09:16:20
3715,"CRYSTAL, ANTHONY BENNETT GARRISON",H8GA12045,GA,Challenger,REPUBLICAN PARTY,House,"[2008, 2010]",[2008],2008-05-14,2008-07-01T00:00:00
3716,"CRYSTLE, CHARLES DEANS",S4PA00162,PA,Challenger,DEMOCRATIC PARTY,Senate,[2004],[2004],2003-08-11,2005-03-02T00:00:00
3717,"CRYTS, PHILLIP WAYNE",H6MO08050,MO,Challenger,DEMOCRATIC PARTY,House,"[1986, 1988, 1990]",[1988],1987-07-14,2002-03-30T00:00:00
3718,"CUBBLER, SCOTT RALSTON",P60023207,US,Open seat,NONE,President,"[2016, 2018]",[2016],2016-10-06,2018-02-17T09:16:20
3719,"CUBBLER, SCOTT RALSTON MR.",H8TX02232,TX,Challenger,INDEPENDENT,House,[2018],[2018],2018-09-04,2018-10-31T05:42:06
3720,"CUBIN, BARBARA L",H4WY00055,WY,Incumbent,REPUBLICAN PARTY,House,"[1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010]","[1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008]",2007-04-26,2009-04-29T00:00:00
3721,"CUDDEHE, MICHAEL J",H4IA01044,IA,Challenger,NATURAL LAW PARTY,House,"[1994, 1996]","[1994, 1996]",1996-10-31,2002-04-02T00:00:00
3722,"CUDDIHY, JOHN JOSEPH JR",H8CA08039,CA,Challenger,REPUBLICAN PARTY,House,"[1988, 1990, 1992, 1994, 1996]","[1988, 1990]",1988-05-04,2002-04-02T00:00:00
3723,"CUDDY, DAVID W",S6AK00078,AK,Challenger,REPUBLICAN PARTY,Senate,"[1996, 1998, 2000, 2002, 2008, 2010]","[1996, 2008]",2008-01-23,2008-05-12T00:00:00
3724,"CUDE, MARK",H6TX28017,TX,Open seat,REPUBLICAN PARTY,House,"[1996, 1998]","[1996, 1997]",1997-03-03,2002-04-03T00:00:00
3725,"CUELLAR, HENRY R.",H2TX23082,TX,Incumbent,DEMOCRATIC PARTY,House,"[2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]","[2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",2017-01-31,2017-03-02T21:00:15
3726,"CUELLAR, RENATO ADALBERTO",H6TX15071,TX,Challenger,DEMOCRATIC PARTY,House,"[1996, 1998]",[1996],1996-01-22,2002-04-03T00:00:00
3727,"CULBERSON, JOHN",H0TX07055,TX,Incumbent,REPUBLICAN PARTY,House,"[2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]","[2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",2018-07-23,2018-07-23T21:09:09
3728,"CULLARI, ERNESTO P",H2NJ06194,NJ,Challenger,REPUBLICAN PARTY,House,[2012],[2012],2012-03-26,2012-05-23T21:56:34
3729,"CULLEN, JEFFREY",H8CA52151,CA,Challenger,REPUBLICAN PARTY,House,[2018],[2018],2018-05-18,2018-05-23T21:29:35
3730,"CULLEN, J JOSEPH",H6PA10083,PA,Challenger,DEMOCRATIC PARTY,House,"[1996, 1998, 2000, 2002]","[1996, 1998]",1998-03-09,2002-04-12T00:00:00
3731,"CULLERTON, JOHN J",H4IL05064,IL,Challenger,DEMOCRATIC PARTY,House,[1994],[1994],1993-12-17,2002-03-30T00:00:00
3732,"CULLERTON, TOM",H6IL08154,IL,Open seat,DEMOCRATIC PARTY,House,"[2016, 2018]",[2016],2015-04-20,2017-02-23T14:47:46
3733,"CULLIS, FREDERICK R",H0DE00092,DE,Open seat,REPUBLICAN PARTY,House,[2010],[2010],2009-11-19,2010-02-02T21:55:54
3734,"CULLOP, BENJAMIN NIEL",H8VA05148,VA,Open seat,DEMOCRATIC PARTY,House,[2018],[2018],2017-07-02,2018-08-07T21:19:28
3735,"CULLUM, JOHN J",H2CA46123,CA,Open seat,REPUBLICAN PARTY,House,"[2012, 2014, 2016, 2018]","[2012, 2014, 2018]",2018-01-31,2018-04-25T21:12:43
3736,"CULP, KENNETH A",S0WV00157,WV,Open seat,REPUBLICAN PARTY,Senate,"[2010, 2012]",[2010],2010-11-09,2011-06-21T09:19:11
3737,"CULVERHOUSE, BRAD",H2FL12032,FL,Challenger,DEMOCRATIC PARTY,House,"[1982, 1984, 1986, 1988]",[1982],1982-06-11,2002-03-30T00:00:00
3738,"CUMMINGS, BLAKE",H8OK04045,OK,Challenger,DEMOCRATIC PARTY,House,"[2008, 2010]",[2008],2008-07-28,2008-10-16T00:00:00
3739,"CUMMINGS, CLIFF",H8CA42160,CA,Challenger,REPUBLICAN PARTY,House,[1998],[1998],1998-02-10,2002-04-03T00:00:00
3740,"CUMMINGS, DANIEL CLYDE",P60021136,US,Open seat,CONSTITUTIONAL,President,[2016],[2016],2016-06-24,2016-11-17T06:10:49
3741,"CUMMINGS, DANIEL CLYDE",H2WY00133,WY,Challenger,CONSTITUTION PARTY,House,"[2012, 2014, 2016, 2018]","[2012, 2014, 2016, 2018]",2018-09-19,2018-10-31T05:42:06
