,Date,Poll,Race/Topic (Click to Sort),Results,Spread,Year
3251,"Wednesday, October 5",Quinnipiac,Ohio Senate - Portman vs. Strickland,"Portman 55, Strickland 38",Portman +17,2016
3252,"Wednesday, October 5",Monmouth,Ohio Senate - Portman vs. Strickland,"Portman 54, Strickland 39",Portman +15,2016
3253,"Wednesday, October 5",Quinnipiac,North Carolina Senate - Burr vs. Ross,"Burr 46, Ross 46",Tie,2016
3254,"Wednesday, October 5",WRAL-TV/SurveyUSA*,North Carolina Senate - Burr vs. Ross,"Burr 46, Ross 44",Burr +2,2016
3255,"Wednesday, October 5",Quinnipiac,North Carolina Governor - McCrory vs. Cooper,"Cooper 48, McCrory 46",Cooper +2,2016
3256,"Wednesday, October 5",WRAL-TV/SurveyUSA*,North Carolina Governor - McCrory vs. Cooper,"Cooper 48, McCrory 44",Cooper +4,2016
3257,"Wednesday, October 5",Reuters/Ipsos,President Obama Job Approval,"Approve 51, Disapprove 45",Approve +6,2016
3258,"Wednesday, October 5",Reuters/Ipsos,2016 Generic Congressional Vote,"Democrats 42, Republicans 38",Democrats +4,2016
3259,"Wednesday, October 5",Reuters/Ipsos,Direction of Country,"Right Direction 25, Wrong Track 64",Wrong Track +39,2016
3260,"Tuesday, October 4",Rasmussen Reports,General Election: Trump vs. Clinton vs. Johnson vs. Stein,"Clinton 42, Trump 41, Johnson 9, Stein 2",Clinton +1,2016
3261,"Tuesday, October 4",NBC News/SM,General Election: Trump vs. Clinton vs. Johnson vs. Stein,"Clinton 46, Trump 40, Johnson 9, Stein 3",Clinton +6,2016
3262,"Tuesday, October 4",LA Times/USC Tracking,General Election: Trump vs. Clinton,"Clinton 43, Trump 47",Trump +4,2016
3263,"Tuesday, October 4",UNLV/Hart Research (D),Nevada: Trump vs. Clinton vs. Johnson,"Clinton 44, Trump 41, Johnson 8",Clinton +3,2016
3264,"Tuesday, October 4",Franklin & Marshall,Pennsylvania: Trump vs. Clinton vs. Johnson vs. Stein,"Clinton 47, Trump 38, Johnson 5, Stein 0",Clinton +9,2016
3265,"Tuesday, October 4",Monmouth,Pennsylvania: Trump vs. Clinton vs. Johnson vs. Stein,"Clinton 50, Trump 40, Johnson 5, Stein 2",Clinton +10,2016
3266,"Tuesday, October 4",Elon,North Carolina: Trump vs. Clinton vs. Johnson,"Clinton 45, Trump 39, Johnson 9",Clinton +6,2016
3267,"Tuesday, October 4",Middle Tn. State Univ.,Tennessee: Trump vs. Clinton vs. Johnson vs. Stein,"Trump 50, Clinton 38, Johnson 5, Stein 1",Trump +12,2016
3268,"Tuesday, October 4",Hoffman Research (R),Oregon: Trump vs. Clinton vs. Johnson vs. Stein,"Clinton 45, Trump 33, Johnson 8, Stein 3",Clinton +12,2016
3269,"Tuesday, October 4",The Simon Poll/SIU,Illinois: Trump vs. Clinton vs. Johnson vs. Stein,"Clinton 53, Trump 28, Johnson 5, Stein 2",Clinton +25,2016
3270,"Tuesday, October 4",UNLV/Hart Research (D),Nevada Senate - Heck vs. Cortez Masto,"Heck 47, Cortez Masto 46",Heck +1,2016
3271,"Tuesday, October 4",Monmouth*,Pennsylvania Senate - Toomey vs. McGinty,"McGinty 46, Toomey 46",Tie,2016
3272,"Tuesday, October 4",Franklin & Marshall*,Pennsylvania Senate - Toomey vs. McGinty,"McGinty 41, Toomey 35",McGinty +6,2016
3273,"Tuesday, October 4",Elon*,North Carolina Senate - Burr vs. Ross,"Burr 43, Ross 44",Ross +1,2016
3274,"Tuesday, October 4",The Simon Poll/SIU*,Illinois Senate - Kirk vs. Duckworth,"Duckworth 48, Kirk 34",Duckworth +14,2016
3275,"Tuesday, October 4",Elon*,North Carolina Governor - McCrory vs. Cooper,"Cooper 48, McCrory 44",Cooper +4,2016
3276,"Tuesday, October 4",CBS News,President Obama Job Approval,"Approve 51, Disapprove 43",Approve +8,2016
3277,"Tuesday, October 4",CBS News,Direction of Country,"Right Direction 35, Wrong Track 60",Wrong Track +25,2016
3278,"Monday, October 3",CBS News,General Election: Trump vs. Clinton vs. Johnson vs. Stein,"Clinton 45, Trump 41, Johnson 8, Stein 3",Clinton +4,2016
3279,"Monday, October 3",CBS News,General Election: Trump vs. Clinton,"Clinton 49, Trump 43",Clinton +6,2016
3280,"Monday, October 3",CNN/ORC,General Election: Trump vs. Clinton vs. Johnson vs. Stein,"Clinton 47, Trump 42, Johnson 7, Stein 2",Clinton +5,2016
3281,"Monday, October 3",CNN/ORC,General Election: Trump vs. Clinton,"Clinton 51, Trump 45",Clinton +6,2016
3282,"Monday, October 3",Economist/YouGov,General Election: Trump vs. Clinton vs. Johnson vs. Stein,"Clinton 43, Trump 40, Johnson 5, Stein 3",Clinton +3,2016
3283,"Monday, October 3",Economist/YouGov,General Election: Trump vs. Clinton,"Clinton 48, Trump 43",Clinton +5,2016
3284,"Monday, October 3",Rasmussen Reports,General Election: Trump vs. Clinton vs. Johnson vs. Stein,"Clinton 43, Trump 40, Johnson 8, Stein 2",Clinton +3,2016
3285,"Monday, October 3",Quinnipiac,Florida: Trump vs. Clinton vs. Johnson vs. Stein,"Clinton 46, Trump 41, Johnson 5, Stein 2",Clinton +5,2016
3286,"Monday, October 3",Quinnipiac,Ohio: Trump vs. Clinton vs. Johnson vs. Stein,"Clinton 42, Trump 47, Johnson 6, Stein 1",Trump +5,2016
3287,"Monday, October 3",Quinnipiac,Pennsylvania: Trump vs. Clinton vs. Johnson vs. Stein,"Clinton 45, Trump 41, Johnson 5, Stein 2",Clinton +4,2016
3288,"Monday, October 3",Quinnipiac,North Carolina: Trump vs. Clinton vs. Johnson,"Clinton 46, Trump 43, Johnson 7",Clinton +3,2016
3289,"Monday, October 3",Bloomberg*,North Carolina: Trump vs. Clinton vs. Johnson,"Clinton 44, Trump 43, Johnson 6",Clinton +1,2016
3290,"Monday, October 3",Christopher Newport Univ.,Virginia: Trump vs. Clinton vs. Johnson vs. Stein,"Clinton 42, Trump 35, Johnson 12, Stein 1",Clinton +7,2016
3291,"Monday, October 3",Monmouth,Colorado: Trump vs. Clinton vs. Johnson vs. Stein,"Clinton 49, Trump 38, Johnson 7, Stein 3",Clinton +11,2016
3292,"Monday, October 3",Keating Research (D),Colorado: Trump vs. Clinton vs. Johnson vs. Stein,"Clinton 44, Trump 33, Johnson 10, Stein 3",Clinton +11,2016
3293,"Monday, October 3",University of Delaware,Delaware: Trump vs. Clinton vs. Johnson vs. Stein,"Clinton 51, Trump 30, Johnson 7, Stein 2",Clinton +21,2016
3294,"Monday, October 3",Mason-Dixon*,Florida Senate - Rubio vs. Murphy,"Rubio 47, Murphy 40",Rubio +7,2016
3295,"Monday, October 3",Bloomberg,North Carolina Senate - Burr vs. Ross,"Burr 44, Ross 46",Ross +2,2016
3296,"Monday, October 3",Monmouth*,Colorado Senate - Glenn vs. Bennet,"Bennet 53, Glenn 35",Bennet +18,2016
3297,"Monday, October 3",Bloomberg,North Carolina Governor - McCrory vs. Cooper,"Cooper 50, McCrory 44",Cooper +6,2016
3298,"Monday, October 3",Economist/YouGov,President Obama Job Approval,"Approve 49, Disapprove 49",Tie,2016
3299,"Monday, October 3",Economist/YouGov,2016 Generic Congressional Vote,"Democrats 43, Republicans 37",Democrats +6,2016
3300,"Monday, October 3",Economist/YouGov,Congressional Job Approval,"Approve 9, Disapprove 70",Disapprove +61,2016
3301,"Monday, October 3",Economist/YouGov,Direction of Country,"Right Direction 30, Wrong Track 63",Wrong Track +33,2016
3302,"Monday, October 3",Rasmussen Reports,Direction of Country,"Right Direction 29, Wrong Track 65",Wrong Track +36,2016
3303,"Sunday, October 2",Albuquerque Journal,New Mexico: Trump vs. Clinton vs. Johnson vs. Stein,"Clinton 35, Trump 31, Johnson 24, Stein 2",Clinton +4,2016
3304,"Sunday, October 2",Albuquerque Journal,New Mexico: Trump vs. Clinton,"Clinton 44, Trump 34",Clinton +10,2016
3305,"Sunday, October 2",Las Vegas Review-Journal,Nevada Senate - Heck vs. Cortez Masto,"Heck 47, Cortez Masto 45",Heck +2,2016
3306,"Saturday, October 1",Las Vegas Review-Journal,Nevada: Trump vs. Clinton vs. Johnson,"Clinton 45, Trump 44, Johnson 5",Clinton +1,2016
3307,"Saturday, October 1",Richard Stockton College,New Jersey: Trump vs. Clinton,"Clinton 46, Trump 40",Clinton +6,2016
3308,"Friday, September 30",FOX News,General Election: Trump vs. Clinton vs. Johnson vs. Stein,"Clinton 43, Trump 40, Johnson 8, Stein 4",Clinton +3,2016
3309,"Friday, September 30",FOX News,General Election: Trump vs. Clinton,"Clinton 49, Trump 44",Clinton +5,2016
3310,"Friday, September 30",Rasmussen Reports,General Election: Trump vs. Clinton vs. Johnson vs. Stein,"Clinton 43, Trump 42, Johnson 6, Stein 2",Clinton +1,2016
3311,"Friday, September 30",Gravis,General Election: Trump vs. Clinton vs. Johnson,"Clinton 47, Trump 43, Johnson 6",Clinton +4,2016
3312,"Friday, September 30",Gravis,General Election: Trump vs. Clinton,"Clinton 50, Trump 50",Tie,2016
3313,"Friday, September 30",Mason-Dixon,Florida: Trump vs. Clinton vs. Johnson vs. Stein,"Clinton 46, Trump 42, Johnson 7, Stein 1",Clinton +4,2016
3314,"Friday, September 30",FOX 13/Opinion Savvy,Florida: Trump vs. Clinton vs. Johnson vs. Stein,"Clinton 47, Trump 46, Johnson 4, Stein 2",Clinton +1,2016
3315,"Friday, September 30",Suffolk,Nevada: Trump vs. Clinton vs. Johnson,"Clinton 44, Trump 38, Johnson 7",Clinton +6,2016
3316,"Friday, September 30",Detroit News,Michigan: Trump vs. Clinton vs. Johnson vs. Stein,"Clinton 42, Trump 35, Johnson 9, Stein 3",Clinton +7,2016
3317,"Friday, September 30",WBUR/MassINC,New Hampshire: Trump vs. Clinton vs. Johnson vs. Stein,"Clinton 42, Trump 35, Johnson 13, Stein 4",Clinton +7,2016
3318,"Friday, September 30",FOX 13/Opinion Savvy,Florida Senate - Rubio vs. Murphy,"Rubio 47, Murphy 43",Rubio +4,2016
3319,"Friday, September 30",WBUR/MassINC,New Hampshire Senate - Ayotte vs. Hassan,"Ayotte 46, Hassan 48",Hassan +2,2016
3320,"Friday, September 30",Suffolk*,Nevada Senate - Heck vs. Cortez Masto,"Heck 38, Cortez Masto 35",Heck +3,2016
3321,"Friday, September 30",FOX News,President Obama Job Approval,"Approve 52, Disapprove 46",Approve +6,2016
3322,"Friday, September 30",FOX News,2016 Generic Congressional Vote,"Democrats 44, Republicans 43",Democrats +1,2016
3323,"Friday, September 30",FOX News,Congressional Job Approval,"Approve 18, Disapprove 75",Disapprove +57,2016
3324,"Thursday, September 29",Rasmussen Reports,General Election: Trump vs. Clinton vs. Johnson vs. Stein,"Clinton 42, Trump 41, Johnson 7, Stein 2",Clinton +1,2016
3325,"Thursday, September 29",KABC/SurveyUSA,California: Trump vs. Clinton vs. Johnson vs. Stein,"Clinton 59, Trump 33, Johnson 3, Stein 2",Clinton +26,2016
3326,"Thursday, September 29",Remington Research (R)*,Missouri: Trump vs. Clinton,"Trump 49, Clinton 39",Trump +10,2016
3327,"Thursday, September 29",Winthrop,South Carolina: Trump vs. Clinton vs. Johnson vs. Stein,"Trump 42, Clinton 38, Johnson 6, Stein 3",Trump +4,2016
3328,"Thursday, September 29",KABC/SurveyUSA,California Senate - Harris vs. Sanchez,"Harris 40, Sanchez 29",Harris +11,2016
3329,"Thursday, September 29",Remington Research (R),Missouri Governor - Greitens vs. Koster,"Koster 51, Greitens 35",Koster +16,2016
3330,"Wednesday, September 28",PPP (D),General Election: Trump vs. Clinton vs. Johnson vs. Stein,"Clinton 44, Trump 40, Johnson 6, Stein 1",Clinton +4,2016
3331,"Wednesday, September 28",PPP (D),General Election: Trump vs. Clinton,"Clinton 49, Trump 45",Clinton +4,2016
3332,"Wednesday, September 28",Reuters/Ipsos,General Election: Trump vs. Clinton vs. Johnson vs. Stein,"Clinton 42, Trump 38, Johnson 7, Stein 2",Clinton +4,2016
3333,"Wednesday, September 28",Reuters/Ipsos,General Election: Trump vs. Clinton,"Clinton 44, Trump 38",Clinton +6,2016
3334,"Wednesday, September 28",FOX 2 Detroit/Mitchell,Michigan: Trump vs. Clinton vs. Johnson vs. Stein,"Clinton 46, Trump 41, Johnson 8, Stein 1",Clinton +5,2016
3335,"Wednesday, September 28",Emerson,Washington: Trump vs. Clinton vs. Johnson vs. Stein,"Clinton 44, Trump 38, Johnson 7, Stein 5",Clinton +6,2016
3336,"Wednesday, September 28",Emerson,Nebraska: Trump vs. Clinton vs. Johnson vs. Stein,"Trump 56, Clinton 29, Johnson 7, Stein 1",Trump +27,2016
3337,"Wednesday, September 28",Emerson,Nebraska CD2: Trump vs. Clinton,"Trump 49, Clinton 40",Trump +9,2016
3338,"Wednesday, September 28",Monmouth,President Obama Job Approval,"Approve 53, Disapprove 43",Approve +10,2016
3339,"Wednesday, September 28",PPP (D),President Obama Job Approval,"Approve 48, Disapprove 48",Tie,2016
3340,"Wednesday, September 28",Reuters/Ipsos,President Obama Job Approval,"Approve 46, Disapprove 47",Disapprove +1,2016
3341,"Wednesday, September 28",Monmouth,Congressional Job Approval,"Approve 15, Disapprove 77",Disapprove +62,2016
3342,"Wednesday, September 28",PPP (D),Congressional Job Approval,"Approve 13, Disapprove 74",Disapprove +61,2016
3343,"Wednesday, September 28",Reuters/Ipsos,2016 Generic Congressional Vote,"Democrats 42, Republicans 36",Democrats +6,2016
3344,"Wednesday, September 28",Reuters/Ipsos,Direction of Country,"Right Direction 22, Wrong Track 65",Wrong Track +43,2016
3345,"Tuesday, September 27",LA Times/USC Tracking,General Election: Trump vs. Clinton,"Clinton 43, Trump 46",Trump +3,2016
3346,"Tuesday, September 27",Loras,Iowa 1st District - Blum vs. Vernon,"Blum 45, Vernon 38",Blum +7,2016
3347,"Tuesday, September 27",Loras,Iowa 3rd District - Young vs. Mowrer,"Young 46, Mowrer 36",Young +10,2016
3348,"Monday, September 26",Bloomberg,General Election: Trump vs. Clinton vs. Johnson vs. Stein,"Clinton 41, Trump 43, Johnson 8, Stein 4",Trump +2,2016
3349,"Monday, September 26",Bloomberg,General Election: Trump vs. Clinton,"Clinton 46, Trump 46",Tie,2016
3350,"Monday, September 26",Quinnipiac,General Election: Trump vs. Clinton vs. Johnson vs. Stein,"Clinton 44, Trump 43, Johnson 8, Stein 2",Clinton +1,2016
3351,"Monday, September 26",Quinnipiac,General Election: Trump vs. Clinton,"Clinton 47, Trump 46",Clinton +1,2016
3352,"Monday, September 26",Monmouth,General Election: Trump vs. Clinton vs. Johnson vs. Stein,"Clinton 46, Trump 42, Johnson 8, Stein 2",Clinton +4,2016
3353,"Monday, September 26",Monmouth,General Election: Trump vs. Clinton,"Clinton 49, Trump 46",Clinton +3,2016
3354,"Monday, September 26",NBC News/SM,General Election: Trump vs. Clinton vs. Johnson vs. Stein,"Clinton 45, Trump 40, Johnson 10, Stein 3",Clinton +5,2016
3355,"Monday, September 26",NBC News/SM,General Election: Trump vs. Clinton,"Clinton 51, Trump 44",Clinton +7,2016
3356,"Monday, September 26",CNN/ORC,Colorado: Trump vs. Clinton vs. Johnson vs. Stein,"Clinton 41, Trump 42, Johnson 13, Stein 3",Trump +1,2016
3357,"Monday, September 26",CNN/ORC,Colorado: Trump vs. Clinton,"Clinton 49, Trump 47",Clinton +2,2016
3358,"Monday, September 26",CNN/ORC,Pennsylvania: Trump vs. Clinton vs. Johnson vs. Stein,"Clinton 45, Trump 44, Johnson 6, Stein 3",Clinton +1,2016
3359,"Monday, September 26",CNN/ORC,Pennsylvania: Trump vs. Clinton,"Clinton 50, Trump 47",Clinton +3,2016
3360,"Monday, September 26",Harper (R),Pennsylvania: Trump vs. Clinton vs. Johnson vs. Stein,"Clinton 45, Trump 43, Johnson 8, Stein 1",Clinton +2,2016
3361,"Monday, September 26",Gravis,Pennsylvania: Trump vs. Clinton vs. Johnson vs. Stein,"Clinton 46, Trump 43, Johnson 3, Stein 3",Clinton +3,2016
3362,"Monday, September 26",Mercyhurst,Pennsylvania: Trump vs. Clinton vs. Johnson vs. Stein,"Clinton 42, Trump 41, Johnson 4, Stein 3",Clinton +1,2016
3363,"Monday, September 26",FL Chamber*,Florida: Trump vs. Clinton,"Clinton 45, Trump 42",Clinton +3,2016
3364,"Monday, September 26",MIRS-GSCI/Target Insyght,Michigan: Trump vs. Clinton vs. Johnson vs. Stein,"Clinton 46, Trump 41, Johnson 8, Stein 1",Clinton +5,2016
3365,"Monday, September 26",KSTP/SurveyUSA,Minnesota: Trump vs. Clinton vs. Johnson vs. Stein,"Clinton 46, Trump 39, Johnson 6, Stein 2",Clinton +7,2016
3366,"Monday, September 26",KSTP/SurveyUSA,Minnesota: Trump vs. Clinton,"Clinton 49, Trump 43",Clinton +6,2016
3367,"Monday, September 26",Loras,Iowa: Trump vs. Clinton vs. Johnson vs. Stein,"Trump 38, Clinton 38, Johnson 9, Stein 1",Tie,2016
3368,"Monday, September 26",Loras,Iowa: Trump vs. Clinton,"Trump 42, Clinton 42",Tie,2016
3369,"Monday, September 26",Christopher Newport Univ.,Virginia: Trump vs. Clinton vs. Johnson vs. Stein,"Clinton 39, Trump 33, Johnson 15, Stein 3",Clinton +6,2016
3370,"Monday, September 26",Christopher Newport Univ.,Virginia: Trump vs. Clinton,"Clinton 48, Trump 38",Clinton +10,2016
3371,"Monday, September 26",High Point,North Carolina: Trump vs. Clinton vs. Johnson,"Clinton 43, Trump 42, Johnson 10",Clinton +1,2016
3372,"Monday, September 26",Gravis,North Carolina: Trump vs. Clinton vs. Johnson,"Clinton 44, Trump 43, Johnson 7",Clinton +1,2016
3373,"Monday, September 26",JMC Analytics,Louisiana: Trump vs. Clinton vs. Johnson vs. Stein,"Trump 45, Clinton 35, Johnson 6, Stein 2",Trump +10,2016
3374,"Monday, September 26",UMass Amherst/WBZ,Massachusetts: Trump vs. Clinton vs. Johnson vs. Stein,"Clinton 46, Trump 33, Johnson 8, Stein 2",Clinton +13,2016
3375,"Monday, September 26",Rutgers-Eagleton,New Jersey: Trump vs. Clinton vs. Johnson vs. Stein,"Clinton 50, Trump 29, Johnson 6, Stein 4",Clinton +21,2016
3376,"Monday, September 26",Rutgers-Eagleton,New Jersey: Trump vs. Clinton,"Clinton 59, Trump 35",Clinton +24,2016
3377,"Monday, September 26",NBC 4 NY/WSJ/Marist,New York: Trump vs. Clinton vs. Johnson vs. Stein,"Clinton 52, Trump 31, Johnson 7, Stein 5",Clinton +21,2016
3378,"Monday, September 26",CNN/ORC,Colorado Senate - Glenn vs. Bennet,"Bennet 53, Glenn 43",Bennet +10,2016
3379,"Monday, September 26",CNN/ORC,Pennsylvania Senate - Toomey vs. McGinty,"McGinty 49, Toomey 46",McGinty +3,2016
3380,"Monday, September 26",Gravis,Pennsylvania Senate - Toomey vs. McGinty,"McGinty 43, Toomey 39",McGinty +4,2016
3381,"Monday, September 26",Harper (R)*,Pennsylvania Senate - Toomey vs. McGinty,"McGinty 42, Toomey 42",Tie,2016
3382,"Monday, September 26",Mercyhurst,Pennsylvania Senate - Toomey vs. McGinty,"McGinty 42, Toomey 43",Toomey +1,2016
3383,"Monday, September 26",Loras,Iowa Senate - Grassley vs. Judge,"Grassley 54, Judge 37",Grassley +17,2016
3384,"Monday, September 26",High Point*,North Carolina Senate - Burr vs. Ross,"Burr 45, Ross 43",Burr +2,2016
3385,"Monday, September 26",Gravis,North Carolina Senate - Burr vs. Ross,"Burr 39, Ross 48",Ross +9,2016
3386,"Monday, September 26",High Point*,North Carolina Governor - McCrory vs. Cooper,"Cooper 50, McCrory 41",Cooper +9,2016
3387,"Monday, September 26",Bloomberg,President Obama Job Approval,"Approve 49, Disapprove 48",Approve +1,2016
3388,"Monday, September 26",Bloomberg,2016 Generic Congressional Vote,"Democrats 46, Republicans 44",Democrats +2,2016
3389,"Monday, September 26",Bloomberg,Direction of Country,"Right Direction 28, Wrong Track 66",Wrong Track +38,2016
3390,"Monday, September 26",Rasmussen Reports,Direction of Country,"Right Direction 28, Wrong Track 67",Wrong Track +39,2016
3391,"Sunday, September 25",ABC News/Wash Post,General Election: Trump vs. Clinton vs. Johnson vs. Stein,"Clinton 46, Trump 44, Johnson 5, Stein 1",Clinton +2,2016
3392,"Sunday, September 25",ABC News/Wash Post,General Election: Trump vs. Clinton,"Clinton 49, Trump 47",Clinton +2,2016
3393,"Sunday, September 25",Economist/YouGov,General Election: Trump vs. Clinton vs. Johnson vs. Stein,"Clinton 44, Trump 41, Johnson 5, Stein 2",Clinton +3,2016
3394,"Sunday, September 25",Economist/YouGov,General Election: Trump vs. Clinton,"Clinton 48, Trump 44",Clinton +4,2016
3395,"Sunday, September 25",Morning Call,Pennsylvania: Trump vs. Clinton vs. Johnson vs. Stein,"Clinton 40, Trump 38, Johnson 8, Stein 3",Clinton +2,2016
3396,"Sunday, September 25",Morning Call,Pennsylvania: Trump vs. Clinton,"Clinton 44, Trump 41",Clinton +3,2016
3397,"Sunday, September 25",CBS News/YouGov,Colorado: Trump vs. Clinton vs. Johnson vs. Stein,"Clinton 40, Trump 39, Johnson 7, Stein 2",Clinton +1,2016
3398,"Sunday, September 25",Gravis,Colorado: Trump vs. Clinton vs. Johnson vs. Stein,"Clinton 37, Trump 41, Johnson 6, Stein 6",Trump +4,2016
3399,"Sunday, September 25",Gravis,Ohio: Trump vs. Clinton vs. Johnson vs. Stein,"Clinton 42, Trump 43, Johnson 6, Stein 1",Trump +1,2016
3400,"Sunday, September 25",CBS News/YouGov,Virginia: Trump vs. Clinton vs. Johnson vs. Stein,"Clinton 45, Trump 37, Johnson 7, Stein 1",Clinton +8,2016
3401,"Sunday, September 25",Press Herald/UNH,Maine: Trump vs. Clinton vs. Johnson vs. Stein,"Clinton 40, Trump 37, Johnson 12, Stein 3",Clinton +3,2016
3402,"Sunday, September 25",Press Herald/UNH,Maine CD2: Trump vs. Clinton,"Trump 48, Clinton 34",Trump +14,2016
3403,"Sunday, September 25",Press Herald/UNH,Maine CD1: Trump vs. Clinton,"Clinton 50, Trump 28",Clinton +22,2016
3404,"Sunday, September 25",CBS News/YouGov,Missouri: Trump vs. Clinton vs. Johnson vs. Stein,"Trump 46, Clinton 37, Johnson 5, Stein 2",Trump +9,2016
