Race/Topic (Click to Sort),Poll,Results,Spread,Date,Year
Kansas Senate - Democratic Primary,SurveyUSA,"Johnston 29, Schollenberger 21, Haley 12, Conroy 7, Wiesner 6",Johnston +8,2010-08-03,2010
Arizona Senate - McCain vs. Glassman,Rasmussen Reports,"McCain 53, Glassman 34",McCain +19,2010-08-03,2010
South Carolina Senate - DeMint vs. Greene,Rasmussen Reports,"DeMint 62, Greene 20",DeMint +42,2010-08-03,2010
Kansas Senate - Republican Primary,SurveyUSA,"Moran 49, Tiahrt 39",Moran +10,2010-08-03,2010
Connecticut Senate - McMahon vs. Blumenthal,Quinnipiac,"Blumenthal 50, McMahon 40",Blumenthal +10,2010-08-04,2010
Ohio Senate - Portman vs. Fisher,Rasmussen Reports,"Portman 44, Fisher 40",Portman +4,2010-08-04,2010
Florida Governor - Scott vs. Sink vs. Chiles,Rasmussen Reports,"Sink 31, Scott 35, Chiles 16",Scott +4,2010-08-04,2010
Florida Governor - McCollum vs. Sink vs. Chiles,Rasmussen Reports,"Sink 31, McCollum 27, Chiles 20",Sink +4,2010-08-04,2010
Connecticut Senate - Republican Primary,Quinnipiac,"McMahon 47, Simmons 30",McMahon +17,2010-08-04,2010
Connecticut Senate - Simmons vs. Blumenthal,Quinnipiac,"Blumenthal 54, Simmons 35",Blumenthal +19,2010-08-04,2010
New York Senate - Malpass vs. Gillibrand,Rasmussen Reports,"Gillibrand 51, Malpass 31",Gillibrand +20,2010-08-04,2010
New York Senate - DioGuardi vs. Gillibrand,Rasmussen Reports,"Gillibrand 50, DioGuardi 33",Gillibrand +17,2010-08-04,2010
New York Senate - Blakeman vs. Gillibrand,Rasmussen Reports,"Gillibrand 48, Blakeman 34",Gillibrand +14,2010-08-04,2010
Florida Senate - Rubio vs. Meek vs. Crist,AIF/McLaughlin (R),"Rubio 36, Crist 38, Meek 16",Crist +2,2010-08-04,2010
Florida Senate - Rubio vs. Greene vs. Crist,AIF/McLaughlin (R),"Crist 37, Rubio 37, Greene 16",Tie,2010-08-04,2010
Direction of Country,Rasmussen Reports,"Right Direction 30, Wrong Track 66",Wrong Track +36,2010-08-04,2010
Ohio Governor - Kasich vs. Strickland,Rasmussen Reports,"Kasich 45, Strickland 42",Kasich +3,2010-08-05,2010
Michigan Governor - Snyder vs. Bernero,Rasmussen Reports,"Snyder 49, Bernero 37",Snyder +12,2010-08-05,2010
Connecticut Governor - Foley vs. Malloy,Quinnipiac,"Malloy 46, Foley 31",Malloy +15,2010-08-05,2010
Connecticut Governor - Republican Primary,Quinnipiac,"Foley 41, Fedele 26, Griebel 13",Foley +15,2010-08-05,2010
Connecticut Governor - Democratic Primary,Quinnipiac,"Lamont 45, Malloy 40",Lamont +5,2010-08-05,2010
California Senate - Boxer vs. Fiorina,Rasmussen Reports,"Boxer 45, Fiorina 40",Boxer +5,2010-08-05,2010
Connecticut Governor - Foley vs. Lamont,Quinnipiac,"Lamont 46, Foley 33",Lamont +13,2010-08-05,2010
Georgia Governor - Republican Runoff (8/10),Insider Advantage,"Handel 46, Deal 46",Tie,2010-08-06,2010
North Carolina Senate - Burr vs. Marshall,Rasmussen Reports,"Burr 49, Marshall 40",Burr +9,2010-08-06,2010
Kentucky Senate - Paul vs. Conway,CN|2/Braun Research,"Paul 41, Conway 31",Paul +10,2010-08-06,2010
California Governor - Whitman vs. Brown,Rasmussen Reports,"Brown 43, Whitman 41",Brown +2,2010-08-06,2010
Delaware Senate - Castle vs. Coons,Rasmussen Reports,"Castle 49, Coons 37",Castle +12,2010-08-06,2010
South Dakota At-Large - Noem vs. Herseth Sandlin,Rasmussen Reports,"Noem 51, Herseth Sandlin 42",Noem +9,2010-08-06,2010
Kansas Senate - Moran vs. Johnston,Rasmussen Reports,"Moran 61, Johnston 28",Moran +33,2010-08-06,2010
Florida Governor - Republican Primary,Mason-Dixon,"Scott 37, McCollum 31",Scott +6,2010-08-06,2010
Florida Senate - Democratic Primary,Mason-Dixon,"Meek 33, Greene 29",Meek +4,2010-08-06,2010
South Dakota Governor - Daugaard vs. Heidepriem,Rasmussen Reports,"Daugaard 59, Heidepriem 27",Daugaard +32,2010-08-07,2010
Georgia Governor - Republican Runoff (8/10),Mason-Dixon,"Handel 47, Deal 42",Handel +5,2010-08-07,2010
Kansas Governor - Brownback vs. Holland,Rasmussen Reports,"Brownback 57, Holland 34",Brownback +23,2010-08-08,2010
Minnesota Governor - Emmer vs. Entenza vs. Horner,SurveyUSA,"Entenza 38, Emmer 33, Horner 12",Entenza +5,2010-08-08,2010
Minnesota Governor - Emmer vs. Dayton vs. Horner,SurveyUSA,"Dayton 46, Emmer 32, Horner 9",Dayton +14,2010-08-08,2010
Minnesota Governor - Emmer vs. Kelliher vs. Horner,SurveyUSA,"Kelliher 39, Emmer 33, Horner 12",Kelliher +6,2010-08-08,2010
Minnesota Governor - Democratic Primary,SurveyUSA,"Dayton 43, Kelliher 27, Entenza 22",Dayton +16,2010-08-08,2010
Colorado Governor - Republican Primary,PPP (D),"McInnis 41, Maes 40",McInnis +1,2010-08-09,2010
New Hampshire Senate - Ayotte vs. Hodes,Rasmussen Reports,"Ayotte 51, Hodes 38",Ayotte +13,2010-08-09,2010
Georgia Governor - Republican Runoff (8/10),Landmark (R),"Handel 42, Deal 44",Deal +2,2010-08-09,2010
Colorado Senate - Republican Primary,PPP (D),"Norton 45, Buck 43",Norton +2,2010-08-09,2010
Connecticut Senate - Republican Primary,Quinnipiac,"McMahon 50, Simmons 28",McMahon +22,2010-08-09,2010
Colorado Senate - Democratic Primary,PPP (D),"Bennet 49, Romanoff 43",Bennet +6,2010-08-09,2010
Connecticut Governor - Republican Primary,Quinnipiac,"Foley 38, Fedele 30, Griebel 17",Foley +8,2010-08-09,2010
Generic Congressional Vote,Rasmussen Reports,"Republicans 46, Democrats 39",Republicans +7,2010-08-09,2010
Generic Congressional Vote,Gallup,"Republicans 49, Democrats 43",Republicans +6,2010-08-09,2010
Connecticut Governor - Democratic Primary,Quinnipiac,"Lamont 45, Malloy 42",Lamont +3,2010-08-09,2010
Obama and Democrats' Health Care Plan,Rasmussen Reports*,"For/Favor 38, Against/Oppose 55",Against/Oppose +17,2010-08-09,2010
Iowa Governor - Branstad vs. Culver,Rasmussen Reports,"Branstad 52, Culver 36",Branstad +16,2010-08-09,2010
Ohio Senate - Portman vs. Fisher,Reuters/Ipsos,"Portman 43, Fisher 36",Portman +7,2010-08-10,2010
Ohio Governor - Kasich vs. Strickland,Reuters/Ipsos,"Kasich 48, Strickland 39",Kasich +9,2010-08-10,2010
Colorado Senate - Norton vs. Romanoff,PPP (D),"Norton 43, Romanoff 42",Norton +1,2010-08-10,2010
Colorado Senate - Buck vs. Romanoff,PPP (D),"Buck 42, Romanoff 43",Romanoff +1,2010-08-10,2010
Indiana Senate - Coats vs. Ellsworth,Rasmussen Reports,"Coats 50, Ellsworth 29",Coats +21,2010-08-10,2010
Colorado Senate - Norton vs. Bennet,PPP (D),"Bennet 46, Norton 40",Bennet +6,2010-08-10,2010
New Hampshire Governor - Stephen vs. Lynch,Rasmussen Reports,"Lynch 50, Stephen 39",Lynch +11,2010-08-10,2010
Delaware Senate - Castle vs. Coons,Daily Kos/PPP (D),"Castle 48, Coons 35",Castle +13,2010-08-10,2010
Iowa Senate - Grassley vs. Conlin,Rasmussen Reports,"Grassley 55, Conlin 35",Grassley +20,2010-08-10,2010
Tennessee Governor - Haslam vs. McWherter,Rasmussen Reports,"Haslam 56, McWherter 31",Haslam +25,2010-08-10,2010
Colorado Senate - Buck vs. Bennet,PPP (D),"Buck 43, Bennet 46",Bennet +3,2010-08-10,2010
Florida Senate - Rubio vs. Greene vs. Crist,Rasmussen Reports,"Crist 37, Rubio 36, Greene 20",Crist +1,2010-08-11,2010
President Obama Job Approval,NBC News/Wall St. Jrnl,"Approve 47, Disapprove 48",Disapprove +1,2010-08-11,2010
Wisconsin Senate - Feingold vs. Johnson,Rasmussen Reports,"Feingold 46, Johnson 47",Johnson +1,2010-08-11,2010
President Obama Job Approval,Pew Research,"Approve 47, Disapprove 41",Approve +6,2010-08-11,2010
Florida Senate - Rubio vs. Meek vs. Crist,Rasmussen Reports,"Rubio 38, Crist 33, Meek 21",Rubio +5,2010-08-11,2010
Colorado Governor - Maes vs. Hickenlooper,PPP (D),"Hickenlooper 50, Maes 38",Hickenlooper +12,2010-08-11,2010
Congressional Job Approval,NBC News/Wall St. Jrnl,"Approve 21, Disapprove 72",Disapprove +51,2010-08-11,2010
Illinois Senate - Giannoulias vs. Kirk,Rasmussen Reports,"Giannoulias 40, Kirk 40",Tie,2010-08-11,2010
Direction of Country,NBC News/Wall St. Jrnl,"Right Direction 32, Wrong Track 58",Wrong Track +26,2010-08-11,2010
Obama and Democrats' Health Care Plan,PPP (D),"For/Favor 46, Against/Oppose 48",Against/Oppose +2,2010-08-11,2010
Direction of Country,Rasmussen Reports,"Right Direction 30, Wrong Track 65",Wrong Track +35,2010-08-11,2010
Generic Congressional Vote,Pew Research,"Republicans 44, Democrats 45",Democrats +1,2010-08-11,2010
Colorado Governor - Maes vs. Hickenlooper vs. Tancredo,PPP (D),"Hickenlooper 48, Maes 23, Tancredo 22",Hickenlooper +25,2010-08-11,2010
Congressional Job Approval,Gallup,"Approve 19, Disapprove 75",Disapprove +56,2010-08-11,2010
Missouri Senate - Blunt vs. Carnahan,Rasmussen Reports,"Blunt 50, Carnahan 43",Blunt +7,2010-08-12,2010
California Senate - Boxer vs. Fiorina,SurveyUSA,"Boxer 42, Fiorina 47",Fiorina +5,2010-08-12,2010
California Governor - Whitman vs. Brown,SurveyUSA,"Brown 43, Whitman 44",Whitman +1,2010-08-12,2010
Colorado Senate - Buck vs. Bennet,Rasmussen Reports,"Buck 46, Bennet 41",Buck +5,2010-08-12,2010
Florida Governor - Republican Primary,Mason-Dixon,"Scott 30, McCollum 34",McCollum +4,2010-08-12,2010
Florida Governor - McCollum vs. Sink vs. Chiles,Mason-Dixon,"Sink 37, McCollum 35, Chiles 13",Sink +2,2010-08-12,2010
Florida Governor - Scott vs. Sink vs. Chiles,Mason-Dixon,"Sink 40, Scott 24, Chiles 17",Sink +16,2010-08-12,2010
Wisconsin Governor - Walker vs. Barrett,Rasmussen Reports,"Walker 49, Barrett 41",Walker +8,2010-08-12,2010
Illinois Governor - Brady vs. Quinn,Rasmussen Reports,"Brady 48, Quinn 35",Brady +13,2010-08-12,2010
Generic Congressional Vote,FOX News,"Republicans 44, Democrats 37",Republicans +7,2010-08-12,2010
Generic Congressional Vote,CNN/Opinion Research,"Republicans 48, Democrats 45",Republicans +3,2010-08-12,2010
President Obama Job Approval,FOX News,"Approve 43, Disapprove 49",Disapprove +6,2010-08-12,2010
President Obama Job Approval,CNN/Opinion Research,"Approve 47, Disapprove 51",Disapprove +4,2010-08-12,2010
President Obama Job Approval,Democracy Corps (D),"Approve 45, Disapprove 51",Disapprove +6,2010-08-12,2010
Direction of Country,Democracy Corps (D),"Right Direction 29, Wrong Track 64",Wrong Track +35,2010-08-12,2010
Michigan Governor - Snyder vs. Bernero,Detroit News,"Snyder 51, Bernero 32",Snyder +19,2010-08-12,2010
Connecticut Senate - McMahon vs. Blumenthal,Rasmussen Reports,"Blumenthal 47, McMahon 40",Blumenthal +7,2010-08-13,2010
Nevada Senate - Angle vs. Reid,LVRJ/Mason-Dixon,"Reid 46, Angle 44",Reid +2,2010-08-13,2010
Georgia Governor - Deal vs. Barnes,Rasmussen Reports,"Deal 51, Barnes 42",Deal +9,2010-08-13,2010
Florida Governor - Republican Primary,St. Petersburg Times,"Scott 42, McCollum 32",Scott +10,2010-08-13,2010
Florida Governor - McCollum vs. Sink vs. Chiles,St. Petersburg Times,"Sink 30, McCollum 26, Chiles 12",Sink +4,2010-08-13,2010
Florida Governor - Scott vs. Sink vs. Chiles,St. Petersburg Times,"Sink 29, Scott 30, Chiles 14",Scott +1,2010-08-13,2010
Minnesota Governor - Emmer vs. Dayton vs. Horner,Rasmussen Reports,"Dayton 45, Emmer 36, Horner 10",Dayton +9,2010-08-13,2010
Colorado Governor - Maes vs. Hickenlooper vs. Tancredo,Rasmussen Reports,"Hickenlooper 43, Maes 31, Tancredo 18",Hickenlooper +12,2010-08-13,2010
Florida Governor - Republican Primary,FMA/Tarrance (R),"Scott 40, McCollum 44",McCollum +4,2010-08-13,2010
Nevada Governor - Sandoval vs. Reid,LVRJ/Mason-Dixon,"Sandoval 52, Reid 36",Sandoval +16,2010-08-14,2010
Florida Senate - Rubio vs. Meek vs. Crist,Mason-Dixon,"Rubio 38, Crist 33, Meek 18",Rubio +5,2010-08-15,2010
Florida Senate - Democratic Primary,Mason-Dixon,"Meek 40, Greene 26",Meek +14,2010-08-15,2010
Nevada 3rd District - Heck vs. Titus,Las Vegas Review-Journal,"Titus 43, Heck 42",Titus +1,2010-08-15,2010
Generic Congressional Vote,PPP (D),"Republicans 45, Democrats 42",Republicans +3,2010-08-15,2010
North Dakota Senate - Hoeven vs. Potter,Rasmussen Reports,"Hoeven 69, Potter 25",Hoeven +44,2010-08-15,2010
Florida Senate - Rubio vs. Greene vs. Crist,Mason-Dixon,"Crist 39, Rubio 38, Greene 12",Crist +1,2010-08-15,2010
Virginia 5th District - Hurt vs. Perriello,AAF/Ayers (R),"Hurt 49, Perriello 43",Hurt +6,2010-08-16,2010
President Obama Job Approval,Rasmussen Reports,"Approve 47, Disapprove 52",Disapprove +5,2010-08-16,2010
Generic Congressional Vote,Gallup,"Republicans 50, Democrats 43",Republicans +7,2010-08-16,2010
Generic Congressional Vote,Rasmussen Reports,"Republicans 48, Democrats 36",Republicans +12,2010-08-16,2010
Florida Senate - Democratic Primary,Sunshine State News/VSS,"Meek 45, Greene 30",Meek +15,2010-08-16,2010
North Dakota At-Large - Berg vs. Pomeroy,Rasmussen Reports,"Berg 53, Pomeroy 44",Berg +9,2010-08-16,2010
Obama and Democrats' Health Care Plan,Rasmussen Reports*,"For/Favor 36, Against/Oppose 60",Against/Oppose +24,2010-08-16,2010
Florida Senate - Democratic Primary,St. Petersburg Times,"Meek 31, Greene 35",Greene +4,2010-08-16,2010
Florida Senate - Rubio vs. Meek vs. Crist,St. Petersburg Times,"Rubio 29, Crist 33, Meek 17",Crist +4,2010-08-16,2010
Maine Governor - LePage vs. Mitchell vs. Cutler,Rasmussen Reports,"LePage 38, Mitchell 30, Cutler 16",LePage +8,2010-08-16,2010
Kansas Senate - Moran vs. Johnston,SurveyUSA,"Moran 69, Johnston 23",Moran +46,2010-08-16,2010
Kansas Governor - Brownback vs. Holland,SurveyUSA,"Brownback 67, Holland 25",Brownback +42,2010-08-16,2010
Connecticut 4th Distirct - Debicella vs. Himes,AAF/Ayers (R),"Himes 46, Debicella 42",Himes +4,2010-08-16,2010
Connecticut Governor - Foley vs. Malloy,Rasmussen Reports,"Malloy 48, Foley 33",Malloy +15,2010-08-16,2010
New York 23rd District - Doheny vs. Owens,AAF/Ayers (R),"Owens 41, Doheny 39",Owens +2,2010-08-16,2010
Florida Senate - Rubio vs. Greene vs. Crist,St. Petersburg Times,"Crist 32, Rubio 30, Greene 19",Crist +2,2010-08-16,2010
New York 25th District - Buerkle vs. Maffei,AAF/Ayers (R),"Maffei 44, Buerkle 41",Maffei +3,2010-08-16,2010
Pennsylvania 3rd District - Kelly vs. Dahlkemper,AAF/Ayers (R),"Kelly 52, Dahlkemper 38",Kelly +14,2010-08-16,2010
Pennsylvania 10th District - Marino vs. Carney,AAF/Ayers (R),"Marino 52, Carney 37",Marino +15,2010-08-16,2010
Pennsylvania 11th District - Barletta vs. Kanjorski,AAF/Ayers (R),"Barletta 52, Kanjorski 41",Barletta +11,2010-08-16,2010
Pennsylvania 12th District - Burns vs. Critz,AAF/Ayers (R),"Burns 44, Critz 40",Burns +4,2010-08-16,2010
West Virginia 3rd District - Maynard vs. Rahall,AAF/Ayers (R),"Rahall 53, Maynard 37",Rahall +16,2010-08-16,2010
New York 20th District - Gibson vs. Murphy,AAF/Ayers (R),"Murphy 45, Gibson 40",Murphy +5,2010-08-16,2010
President Obama Job Approval,Gallup,"Approve 42, Disapprove 51",Disapprove +9,2010-08-16,2010
President Obama Job Approval,Rasmussen Reports,"Approve 44, Disapprove 55",Disapprove +11,2010-08-16,2010
President Obama Job Approval,Gallup,"Approve 47, Disapprove 46",Approve +1,2010-08-17,2010
Ohio Senate - Portman vs. Fisher,Rasmussen Reports,"Portman 48, Fisher 39",Portman +9,2010-08-17,2010
Pennsylvania Senate - Sestak vs. Toomey,PPP (D),"Toomey 45, Sestak 36",Toomey +9,2010-08-17,2010
Pennsylvania Senate - Sestak vs. Toomey,Rasmussen Reports,"Toomey 48, Sestak 40",Toomey +8,2010-08-17,2010
Illinois Senate - Giannoulias vs. Kirk,PPP (D),"Kirk 35, Giannoulias 37",Giannoulias +2,2010-08-17,2010
Florida Governor - Republican Primary,Sunshine State News/VSS,"McCollum 42, Scott 44",Scott +2,2010-08-17,2010
Illinois Senate - Giannoulias vs. Kirk,PPP (D),"Giannoulias 37, Kirk 35",Giannoulias +2,2010-08-17,2010
Pennsylvania Senate - Sestak vs. Toomey,Rasmussen Reports,"Toomey 46, Sestak 37",Toomey +9,2010-08-17,2010
Ohio Senate - Portman vs. Fisher,Rasmussen Reports,"Portman 45, Fisher 37",Portman +8,2010-08-17,2010
Missouri Senate - Blunt vs. Carnahan,Daily Kos/PPP (D),"Blunt 45, Carnahan 38",Blunt +7,2010-08-17,2010
Kentucky Senate - Paul vs. Conway,Rasmussen Reports,"Paul 51, Conway 41",Paul +10,2010-08-18,2010
Nevada Senate - Angle vs. Reid,Rasmussen Reports,"Reid 48, Angle 50",Angle +2,2010-08-18,2010
Florida Governor - Republican Primary,Quinnipiac,"McCollum 44, Scott 35",McCollum +9,2010-08-18,2010
Ohio Governor - Kasich vs. Strickland,Rasmussen Reports,"Kasich 52, Strickland 42",Kasich +10,2010-08-18,2010
Direction of Country,Associated Press/GfK,"Right Direction 35, Wrong Track 60",Wrong Track +25,2010-08-18,2010
President Obama Job Approval,Associated Press/GfK,"Approve 49, Disapprove 50",Disapprove +1,2010-08-18,2010
Congressional Job Approval,Associated Press/GfK,"Approve 24, Disapprove 74",Disapprove +50,2010-08-18,2010
Kentucky Senate - Paul vs. Conway,Reuters/Ipsos,"Paul 45, Conway 40",Paul +5,2010-08-18,2010
Pennsylvania Governor - Corbett vs. Onorato,PPP (D),"Corbett 48, Onorato 35",Corbett +13,2010-08-18,2010
Florida Senate - Democratic Primary,Quinnipiac,"Meek 35, Greene 28",Meek +7,2010-08-18,2010
Illinois Governor - Brady vs. Quinn,PPP (D),"Brady 39, Quinn 30",Brady +9,2010-08-18,2010
New York Governor - Republican Primary,Siena,"Lazio 43, Paladino 30",Lazio +13,2010-08-18,2010
New York Governor - Lazio vs. Cuomo,Siena,"Cuomo 60, Lazio 26",Cuomo +34,2010-08-18,2010
New York Governor - Paladino vs. Cuomo,Siena,"Cuomo 60, Paladino 27",Cuomo +33,2010-08-18,2010
New York Senate - DioGuardi vs. Gillibrand,Siena,"Gillibrand 54, DioGuardi 29",Gillibrand +25,2010-08-18,2010
New York Senate - Blakeman vs. Gillibrand,Siena,"Gillibrand 55, Blakeman 28",Gillibrand +27,2010-08-18,2010
New York Senate - Malpass vs. Gillibrand,Siena,"Gillibrand 55, Malpass 27",Gillibrand +28,2010-08-18,2010
Generic Congressional Vote,Associated Press/GfK,"Republicans 49, Democrats 45",Republicans +4,2010-08-18,2010
New York Senate - Republican Primary,Siena,"DioGuardi 19, Malpass 5, Blakeman 8",DioGuardi +11,2010-08-18,2010
Pennsylvania Governor - Corbett vs. Onorato,Rasmussen Reports,"Corbett 50, Onorato 39",Corbett +11,2010-08-18,2010
Washington Senate - Rossi vs. Murray,Rasmussen Reports,"Rossi 46, Murray 50",Murray +4,2010-08-19,2010
President Obama Job Approval,Time,"Approve 46, Disapprove 45",Approve +1,2010-08-19,2010
Direction of Country,Time,"Right Direction 34, Wrong Track 57",Wrong Track +23,2010-08-19,2010
Florida Senate - Rubio vs. Meek vs. Crist,Quinnipiac,"Rubio 32, Crist 39, Meek 16",Crist +7,2010-08-19,2010
Direction of Country,Rasmussen Reports,"Right Direction 28, Wrong Track 67",Wrong Track +39,2010-08-19,2010
Florida Governor - Scott vs. Sink,Quinnipiac,"Sink 33, Scott 29",Sink +4,2010-08-19,2010
Maryland Governor - Ehrlich vs. O'Malley,Rasmussen Reports,"O'Malley 47, Ehrlich 47",Tie,2010-08-19,2010
Nevada Governor - Sandoval vs. Reid,Rasmussen Reports,"Sandoval 55, Reid 40",Sandoval +15,2010-08-19,2010
Generic Congressional Vote,Time,"Republicans 43, Democrats 37",Republicans +6,2010-08-19,2010
Florida Governor - McCollum vs. Sink vs. Chiles,Quinnipiac,"Sink 31, McCollum 29, Chiles 12",Sink +2,2010-08-19,2010
Georgia Governor - Deal vs. Barnes,Insider Advantage,"Deal 45, Barnes 41",Deal +4,2010-08-20,2010
Georgia Senate - Isakson vs. Thurmond,Insider Advantage,"Isakson 47, Thurmond 35",Isakson +12,2010-08-20,2010
Obama and Democrats' Health Care Plan,CNN/Opinion Research,"For/Favor 40, Against/Oppose 56",Against/Oppose +16,2010-08-20,2010
Arkansas Senate - Boozman vs. Lincoln,Rasmussen Reports,"Boozman 65, Lincoln 27",Boozman +38,2010-08-20,2010
Louisiana Senate - Vitter vs. Melancon,WWL-TV/Clarus Research,"Vitter 48, Melancon 36",Vitter +12,2010-08-20,2010
Kentucky Senate - Paul vs. Conway,CN|2/Braun Research,"Paul 41, Conway 42",Conway +1,2010-08-20,2010
Rhode Island Governor - Chafee vs. Caprio vs. Moffitt,Rasmussen Reports,"Caprio 40, Chafee 33, Moffitt 17",Caprio +7,2010-08-20,2010
Alabama Governor - Bentley vs. Sparks,Rasmussen Reports,"Bentley 58, Sparks 34",Bentley +24,2010-08-20,2010
Wyoming Governor - Mead vs. Petersen,Rasmussen Reports,"Mead 58, Petersen 24",Mead +34,2010-08-20,2010
Illinois Senate - Giannoulias vs. Kirk,WeAskAmerica,"Kirk 39, Giannoulias 33",Kirk +6,2010-08-20,2010
Maryland Senate - Wargotz vs. Mikulski,Rasmussen Reports,"Mikulski 55, Wargotz 39",Mikulski +16,2010-08-20,2010
Rhode Island Governor - Chafee vs. Caprio vs. Robitaille,Rasmussen Reports,"Caprio 38, Chafee 32, Robitaille 20",Caprio +6,2010-08-20,2010
Arkansas Governor - Keet vs. Beebe,Rasmussen Reports,"Beebe 53, Keet 33",Beebe +20,2010-08-21,2010
Washington Senate - Rossi vs. Murray,SurveyUSA,"Rossi 52, Murray 45",Rossi +7,2010-08-21,2010
Alabama Senate - Shelby vs. Barnes,Rasmussen Reports,"Shelby 60, Barnes 28",Shelby +32,2010-08-22,2010
Florida Governor - Republican Primary,Mason-Dixon,"McCollum 45, Scott 36",McCollum +9,2010-08-22,2010
Florida Senate - Democratic Primary,Mason-Dixon,"Meek 42, Greene 30",Meek +12,2010-08-22,2010
Florida Governor - Republican Primary,Quinnipiac,"McCollum 39, Scott 35",McCollum +4,2010-08-23,2010
Florida Governor - Republican Primary,PPP (D),"McCollum 40, Scott 47",Scott +7,2010-08-23,2010
Florida Senate - Democratic Primary,Quinnipiac,"Meek 39, Greene 29",Meek +10,2010-08-23,2010
Obama and Democrats' Health Care Plan,Rasmussen Reports*,"For/Favor 40, Against/Oppose 56",Against/Oppose +16,2010-08-23,2010
