Race/Topic (Click to Sort),Poll,Results,Spread,Date,Year
Pennsylvania Senate - Smith vs. Casey,Franklin & Marshall,"Casey 42, Smith 21",Casey +21,2012-06-06,2012
Virginia Senate - Allen vs. Kaine,Quinnipiac,"Kaine 44, Allen 43",Kaine +1,2012-06-06,2012
Michigan Senate - Hoekstra vs. Stabenow,EPIC-MRA,"Stabenow 49, Hoekstra 38",Stabenow +11,2012-06-07,2012
Florida Senate - Mack vs. Nelson,PPP (D),"Nelson 49, Mack 36",Nelson +13,2012-06-07,2012
Missouri Senate - Steelman vs. McCaskill,Rasmussen Reports,"Steelman 51, McCaskill 39",Steelman +12,2012-06-08,2012
Minnesota Senate - Bills vs. Klobuchar,PPP (D),"Klobuchar 55, Bills 29",Klobuchar +26,2012-06-08,2012
North Dakota Senate - Berg vs. Heitkamp,Mason-Dixon,"Heitkamp 47, Berg 46",Heitkamp +1,2012-06-08,2012
New York Senate - Turner vs. Gillibrand,Siena,"Gillibrand 63, Turner 25",Gillibrand +38,2012-06-12,2012
Pennsylvania Senate - Smith vs. Casey,Quinnipiac,"Casey 51, Smith 32",Casey +19,2012-06-12,2012
Nevada Senate - Heller vs. Berkley,PPP (D),"Heller 44, Berkley 43",Heller +1,2012-06-12,2012
Wisconsin Senate - Thompson vs. Baldwin,Rasmussen Reports,"Thompson 52, Baldwin 36",Thompson +16,2012-06-14,2012
Michigan Senate - Hoekstra vs. Stabenow,Rasmussen Reports,"Stabenow 48, Hoekstra 39",Stabenow +9,2012-06-18,2012
Maine Senate - Summers vs. Dill vs. King,WBUR/MassINC,"King 50, Summers 23, Dill 9",King +27,2012-06-18,2012
Arizona Senate - Flake vs. Carmona,Project New America/PPP (D),"Flake 43, Carmona 41",Flake +2,2012-06-19,2012
Montana Senate - Rehberg vs. Tester,Rasmussen Reports,"Rehberg 49, Tester 47",Rehberg +2,2012-06-19,2012
Wisconsin Senate - Thompson vs. Baldwin,Marquette University,"Thompson 49, Baldwin 41",Thompson +8,2012-06-20,2012
Washington Senate - Baumgartner vs. Cantwell,PPP (D),"Cantwell 51, Baumgartner 35",Cantwell +16,2012-06-20,2012
Florida Senate - Mack vs. Nelson,Quinnipiac,"Nelson 43, Mack 39",Nelson +4,2012-06-21,2012
Utah Senate - Republican Primary,Deseret News/KSL,"Hatch 60, Liljenquist 32",Hatch +28,2012-06-25,2012
Massachusetts Senate - Brown vs. Warren,PPP (D),"Warren 46, Brown 46",Tie,2012-06-26,2012
Virginia Senate - Allen vs. Kaine,WeAskAmerica,"Allen 44, Kaine 35",Allen +9,2012-06-26,2012
Florida Senate - Mack vs. Nelson,Quinnipiac,"Mack 40, Nelson 41",Nelson +1,2012-06-27,2012
Ohio Senate - Mandel vs. Brown,Quinnipiac,"Brown 50, Mandel 34",Brown +16,2012-06-27,2012
Pennsylvania Senate - Smith vs. Casey,Quinnipiac,"Casey 49, Smith 32",Casey +17,2012-06-27,2012
Ohio Senate - Mandel vs. Brown,PPP (D),"Brown 46, Mandel 39",Brown +7,2012-06-27,2012
Michigan Senate - Hoekstra vs. Stabenow,NBC News/Marist,"Stabenow 49, Hoekstra 37",Stabenow +12,2012-06-28,2012
Arizona Senate - Flake vs. Carmona,Rasmussen Reports,"Flake 47, Carmona 31",Flake +16,2012-06-28,2012
California Senate - Emken vs. Feinstein,Field,"Feinstein 51, Emken 32",Feinstein +19,2012-07-07,2012
Wisconsin Senate - Thompson vs. Baldwin,PPP (D),"Baldwin 45, Thompson 45",Tie,2012-07-10,2012
Wisconsin Senate - Hovde vs. Baldwin,PPP (D),"Baldwin 44, Hovde 45",Hovde +1,2012-07-10,2012
Maine Senate - Summers vs. Dill vs. King,Critical Insights,"King 55, Summers 27, Dill 7",King +28,2012-07-11,2012
Virginia Senate - Allen vs. Kaine,PPP (D),"Allen 44, Kaine 46",Kaine +2,2012-07-11,2012
Florida Senate - Mack vs. Nelson,Rasmussen Reports,"Mack 46, Nelson 37",Mack +9,2012-07-11,2012
New Mexico Senate - Wilson vs. Heinrich,WeAskAmerica,"Heinrich 51, Wilson 42",Heinrich +9,2012-07-11,2012
Pennsylvania Senate - Smith vs. Casey,WeAskAmerica,"Casey 53, Smith 39",Casey +14,2012-07-11,2012
Wisconsin Senate - Hovde vs. Baldwin,Marquette University,"Baldwin 44, Hovde 38",Baldwin +6,2012-07-11,2012
Wisconsin Senate - Thompson vs. Baldwin,Marquette University,"Baldwin 41, Thompson 45",Thompson +4,2012-07-11,2012
New Mexico Senate - Wilson vs. Heinrich,FM3 Research (D),"Heinrich 49, Wilson 45",Heinrich +4,2012-07-11,2012
North Dakota Senate - Berg vs. Heitkamp,Rasmussen Reports,"Berg 49, Heitkamp 40",Berg +9,2012-07-12,2012
Texas Senate - Republican Primary Runoff,PPP (D),"Cruz 49, Dewhurst 44",Cruz +5,2012-07-12,2012
Florida Senate - Mack vs. Nelson,Mason-Dixon,"Mack 42, Nelson 47",Nelson +5,2012-07-13,2012
New York Senate - Long vs. Gillibrand,Siena,"Gillibrand 62, Long 25",Gillibrand +37,2012-07-17,2012
New Mexico Senate - Wilson vs. Heinrich,PPP (D),"Heinrich 48, Wilson 43",Heinrich +5,2012-07-17,2012
New Jersey Senate - Kyrillos vs. Menendez,Quinnipiac,"Menendez 47, Kyrillos 34",Menendez +13,2012-07-18,2012
Virginia Senate - Allen vs. Kaine,Rasmussen Reports,"Allen 45, Kaine 46",Kaine +1,2012-07-19,2012
Virginia Senate - Allen vs. Kaine,Quinnipiac,"Allen 46, Kaine 44",Allen +2,2012-07-19,2012
Nevada Senate - Heller vs. Berkley,AFP/Magellan (R),"Heller 45, Berkley 42",Heller +3,2012-07-19,2012
Washington Senate - Baumgartner vs. Cantwell,SurveyUSA,"Cantwell 51, Baumgartner 40",Cantwell +11,2012-07-20,2012
Ohio Senate - Mandel vs. Brown,Rasmussen Reports,"Brown 46, Mandel 42",Brown +4,2012-07-20,2012
Florida Senate - Mack vs. Nelson,SurveyUSA,"Mack 48, Nelson 42",Mack +6,2012-07-21,2012
Pennsylvania Senate - Smith vs. Casey,Rasmussen Reports,"Casey 49, Smith 38",Casey +11,2012-07-23,2012
Minnesota Senate - Bills vs. Klobuchar,KSTP/SurveyUSA,"Klobuchar 55, Bills 31",Klobuchar +24,2012-07-23,2012
Massachusetts Senate - Brown vs. Warren,MassINC,"Warren 40, Brown 38",Warren +2,2012-07-24,2012
New York Senate - Long vs. Gillibrand,Quinnipiac,"Gillibrand 57, Long 24",Gillibrand +33,2012-07-25,2012
Michigan Senate - Hoekstra vs. Stabenow,Rasmussen Reports,"Stabenow 46, Hoekstra 40",Stabenow +6,2012-07-25,2012
Pennsylvania Senate - Smith vs. Casey,PPP (D),"Casey 46, Smith 36",Casey +10,2012-07-26,2012
New Jersey Senate - Kyrillos vs. Menendez,Monmouth University,"Menendez 44, Kyrillos 35",Menendez +9,2012-07-26,2012
Hawaii Senate - Lingle vs. Hirono,Honolulu Star-Advertiser,"Hirono 58, Lingle 39",Hirono +19,2012-07-26,2012
Michigan Senate - Hoekstra vs. Stabenow,PPP (D),"Stabenow 52, Hoekstra 38",Stabenow +14,2012-07-26,2012
Nevada Senate - Heller vs. Berkley,Rasmussen Reports,"Heller 51, Berkley 42",Heller +9,2012-07-27,2012
Wisconsin Senate - Thompson vs. Baldwin,Rasmussen Reports,"Thompson 41, Baldwin 48",Baldwin +7,2012-07-28,2012
Wisconsin Senate - Hovde vs. Baldwin,Rasmussen Reports,"Baldwin 45, Hovde 42",Baldwin +3,2012-07-28,2012
Wisconsin Senate - Thompson vs. Baldwin,Rasmussen Reports,"Baldwin 48, Thompson 41",Baldwin +7,2012-07-28,2012
Missouri Senate - Steelman vs. McCaskill,Post-Dispatch/Mason-Dixon,"Steelman 49, McCaskill 41",Steelman +8,2012-07-28,2012
Missouri Senate - Akin vs. McCaskill,Post-Dispatch/Mason-Dixon,"McCaskill 44, Akin 49",Akin +5,2012-07-28,2012
Missouri Senate - Republican Primary,Post-Dispatch/Mason-Dixon*,"Brunner 33, Akin 17, Steelman 27",Brunner +6,2012-07-28,2012
Missouri Senate - Brunner vs. McCaskill,Post-Dispatch/Mason-Dixon,"Brunner 52, McCaskill 41",Brunner +11,2012-07-28,2012
Texas Senate - Republican Primary Runoff,PPP (D),"Cruz 52, Dewhurst 42",Cruz +10,2012-07-30,2012
Wisconsin Senate - Republican Primary,WeAskAmerica,"Hovde 23, Thompson 23, Neumann 17, Fitzgerald 12",Tie,2012-07-31,2012
Connecticut Senate - McMahon vs. Murphy,PPP (D),"McMahon 42, Murphy 50",Murphy +8,2012-07-31,2012
Florida Senate - Mack vs. Nelson,CBS/NYT/Quinnipiac,"Nelson 47, Mack 40",Nelson +7,2012-08-01,2012
Ohio Senate - Mandel vs. Brown,CBS/NYT/Quinnipiac,"Brown 51, Mandel 39",Brown +12,2012-08-01,2012
Florida Senate - Mack vs. Nelson,PPP (D),"Nelson 45, Mack 43",Nelson +2,2012-08-01,2012
Wisconsin Senate - Republican Primary,PPP (D),"Hovde 28, Thompson 25, Neumann 25, Fitzgerald 13",Hovde +3,2012-08-01,2012
Arizona Senate - Flake vs. Carmona,PPP (D),"Flake 38, Carmona 38",Tie,2012-08-01,2012
Michigan Senate - Hoekstra vs. Stabenow,Baydoun/Foster (D),"Stabenow 53, Hoekstra 43",Stabenow +10,2012-08-01,2012
Michigan Senate - Hoekstra vs. Stabenow,EPIC-MRA,"Stabenow 49, Hoekstra 35",Stabenow +14,2012-08-01,2012
Missouri Senate - Akin vs. McCaskill,Rasmussen Reports,"McCaskill 44, Akin 47",Akin +3,2012-08-01,2012
Missouri Senate - Steelman vs. McCaskill,Rasmussen Reports,"Steelman 49, McCaskill 43",Steelman +6,2012-08-01,2012
Missouri Senate - Brunner vs. McCaskill,Rasmussen Reports,"Brunner 49, McCaskill 43",Brunner +6,2012-08-01,2012
Pennsylvania Senate - Smith vs. Casey,CBS/NYT/Quinnipiac,"Casey 55, Smith 37",Casey +18,2012-08-01,2012
New Jersey Senate - Kyrillos vs. Menendez,Fairleigh Dickinson,"Menendez 45, Kyrillos 33",Menendez +12,2012-08-02,2012
Indiana Senate - Mourdock vs. Donnelly,Rasmussen Reports,"Mourdock 42, Donnelly 40",Mourdock +2,2012-08-03,2012
Missouri Senate - Republican Primary,PPP (D),"Brunner 35, Akin 30, Steelman 25",Brunner +5,2012-08-06,2012
Wisconsin Senate - Republican Primary,Marquette University,"Hovde 24, Thompson 33, Neumann 21, Fitzgerald 15",Thompson +9,2012-08-08,2012
Virginia Senate - Allen vs. Kaine,CBS/NYT/Quinnipiac,"Kaine 48, Allen 46",Kaine +2,2012-08-08,2012
Wisconsin Senate - Thompson vs. Baldwin,CBS/NYT/Quinnipiac,"Thompson 47, Baldwin 47",Tie,2012-08-08,2012
Wisconsin Senate - Hovde vs. Baldwin,CBS/NYT/Quinnipiac,"Baldwin 47, Hovde 43",Baldwin +4,2012-08-08,2012
Wisconsin Senate - Thompson vs. Baldwin,Marquette University,"Thompson 48, Baldwin 43",Thompson +5,2012-08-08,2012
Wisconsin Senate - Hovde vs. Baldwin,Marquette University,"Baldwin 44, Hovde 41",Baldwin +3,2012-08-08,2012
Virginia Senate - Allen vs. Kaine,Rasmussen Reports,"Kaine 46, Allen 46",Tie,2012-08-09,2012
Wisconsin Senate - Republican Primary,PPP (D),"Hovde 27, Thompson 25, Neumann 24, Fitzgerald 15",Hovde +2,2012-08-10,2012
Missouri Senate - Akin vs. McCaskill,SurveyUSA*,"McCaskill 40, Akin 51",Akin +11,2012-08-13,2012
Ohio Senate - Mandel vs. Brown,PPP (D),"Brown 47, Mandel 37",Brown +10,2012-08-14,2012
New Mexico Senate - Wilson vs. Heinrich,FM3 Research (D),"Heinrich 50, Wilson 41",Heinrich +9,2012-08-14,2012
Ohio Senate - Mandel vs. Brown,Rasmussen Reports,"Brown 44, Mandel 44",Tie,2012-08-15,2012
Pennsylvania Senate - Smith vs. Casey,Franklin & Marshall,"Casey 43, Smith 28",Casey +15,2012-08-16,2012
Florida Senate - Mack vs. Nelson,Rasmussen Reports,"Nelson 47, Mack 40",Nelson +7,2012-08-17,2012
Wisconsin Senate - Thompson vs. Baldwin,Rasmussen Reports,"Thompson 54, Baldwin 43",Thompson +11,2012-08-17,2012
Michigan Senate - Hoekstra vs. Stabenow,Baydoun/Foster (D),"Stabenow 46, Hoekstra 48",Hoekstra +2,2012-08-21,2012
Massachusetts Senate - Brown vs. Warren,PPP (D),"Brown 49, Warren 44",Brown +5,2012-08-21,2012
Missouri Senate - Akin vs. McCaskill,PPP (D),"McCaskill 43, Akin 44",Akin +1,2012-08-21,2012
Montana Senate - Rehberg vs. Tester,Rasmussen Reports,"Rehberg 47, Tester 43",Rehberg +4,2012-08-21,2012
New York Senate - Long vs. Gillibrand,Siena,"Gillibrand 65, Long 22",Gillibrand +43,2012-08-21,2012
Wisconsin Senate - Thompson vs. Baldwin,PPP (D),"Thompson 49, Baldwin 44",Thompson +5,2012-08-22,2012
Connecticut Senate - McMahon vs. Murphy,Rasmussen Reports,"McMahon 49, Murphy 46",McMahon +3,2012-08-22,2012
Wisconsin Senate - Thompson vs. Baldwin,Marquette University,"Thompson 50, Baldwin 41",Thompson +9,2012-08-22,2012
New Mexico Senate - Wilson vs. Heinrich,Rasmussen Reports,"Heinrich 48, Wilson 41",Heinrich +7,2012-08-23,2012
Michigan Senate - Hoekstra vs. Stabenow,Detroit News,"Stabenow 48, Hoekstra 40",Stabenow +8,2012-08-23,2012
Ohio Senate - Mandel vs. Brown,Ohio Poll/Univ of Cin.,"Brown 48, Mandel 47",Brown +1,2012-08-23,2012
Ohio Senate - Mandel vs. Brown,CBS/NYT/Quinnipiac,"Brown 48, Mandel 41",Brown +7,2012-08-23,2012
Nevada Senate - Heller vs. Berkley,LVRJ/SurveyUSA,"Heller 44, Berkley 39",Heller +5,2012-08-23,2012
Florida Senate - Mack vs. Nelson,CBS/NYT/Quinnipiac,"Nelson 50, Mack 41",Nelson +9,2012-08-23,2012
Wisconsin Senate - Thompson vs. Baldwin,CBS/NYT/Quinnipiac,"Thompson 50, Baldwin 44",Thompson +6,2012-08-23,2012
Missouri Senate - Akin vs. McCaskill,Rasmussen Reports,"McCaskill 48, Akin 38",McCaskill +10,2012-08-23,2012
Virginia Senate - Allen vs. Kaine,PPP (D),"Kaine 46, Allen 46",Tie,2012-08-23,2012
Virginia Senate - Allen vs. Kaine,Rasmussen Reports,"Kaine 45, Allen 45",Tie,2012-08-24,2012
Missouri Senate - Akin vs. McCaskill,Post-Dispatch/Mason-Dixon,"McCaskill 50, Akin 41",McCaskill +9,2012-08-25,2012
Ohio Senate - Mandel vs. Brown,Columbus Dispatch*,"Brown 44, Mandel 44",Tie,2012-08-26,2012
Michigan Senate - Hoekstra vs. Stabenow,Mitchell Research,"Stabenow 44, Hoekstra 45",Hoekstra +1,2012-08-27,2012
Pennsylvania Senate - Smith vs. Casey,Philadelphia Inquirer,"Casey 53, Smith 34",Casey +19,2012-08-27,2012
Connecticut Senate - McMahon vs. Murphy,Quinnipiac,"McMahon 49, Murphy 46",McMahon +3,2012-08-28,2012
Nevada Senate - Heller vs. Berkley,PPP (D),"Heller 47, Berkley 45",Heller +2,2012-08-28,2012
Connecticut Senate - McMahon vs. Murphy,PPP (D),"Murphy 48, McMahon 44",Murphy +4,2012-08-29,2012
Connecticut Senate - McMahon vs. Murphy,PPP (D),"McMahon 44, Murphy 48",Murphy +4,2012-08-29,2012
Michigan Senate - Hoekstra vs. Stabenow,EPIC-MRA,"Stabenow 51, Hoekstra 44",Stabenow +7,2012-08-30,2012
Missouri Senate - Akin vs. McCaskill,PPP (D),"McCaskill 45, Akin 44",McCaskill +1,2012-08-30,2012
Ohio Senate - Mandel vs. Brown,Gravis Marketing,"Brown 44, Mandel 44",Tie,2012-09-04,2012
Florida Senate - Mack vs. Nelson,PPP (D),"Nelson 45, Mack 38",Nelson +7,2012-09-04,2012
Florida Senate - Mack vs. Nelson,Gravis Marketing,"Nelson 43, Mack 42",Nelson +1,2012-09-04,2012
Michigan Senate - Hoekstra vs. Stabenow,PPP (D),"Stabenow 50, Hoekstra 41",Stabenow +9,2012-09-04,2012
New Jersey Senate - Kyrillos vs. Menendez,Quinnipiac,"Menendez 50, Kyrillos 40",Menendez +10,2012-09-06,2012
New Jersey Senate - Kyrillos vs. Menendez,Rutgers-Eagleton,"Menendez 47, Kyrillos 35",Menendez +12,2012-09-07,2012
New Mexico Senate - Wilson vs. Heinrich,Albuquerque Journal,"Heinrich 49, Wilson 42",Heinrich +7,2012-09-10,2012
Ohio Senate - Mandel vs. Brown,Gravis Marketing,"Brown 48, Mandel 42",Brown +6,2012-09-11,2012
Arizona Senate - Flake vs. Carmona,PPP (D),"Flake 44, Carmona 43",Flake +1,2012-09-11,2012
Florida Senate - Mack vs. Nelson,SurveyUSA,"Nelson 47, Mack 36",Nelson +11,2012-09-11,2012
Virginia Senate - Allen vs. Kaine,Gravis Marketing,"Kaine 43, Allen 48",Allen +5,2012-09-11,2012
Ohio Senate - Mandel vs. Brown,PPP (D),"Brown 48, Mandel 40",Brown +8,2012-09-11,2012
Minnesota Senate - Bills vs. Klobuchar,KSTP/SurveyUSA,"Klobuchar 55, Bills 34",Klobuchar +21,2012-09-11,2012
Missouri Senate - Akin vs. McCaskill,Rasmussen Reports,"McCaskill 49, Akin 43",McCaskill +6,2012-09-12,2012
New Mexico Senate - Wilson vs. Heinrich,PPP (D),"Heinrich 50, Wilson 41",Heinrich +9,2012-09-12,2012
Montana Senate - Rehberg vs. Tester,PPP (D)*,"Rehberg 43, Tester 45",Tester +2,2012-09-12,2012
California Senate - Emken vs. Feinstein,SurveyUSA,"Feinstein 55, Emken 37",Feinstein +18,2012-09-13,2012
New York Senate - Long vs. Gillibrand,Quinnipiac,"Gillibrand 64, Long 27",Gillibrand +37,2012-09-13,2012
Michigan Senate - Hoekstra vs. Stabenow,EPIC-MRA,"Stabenow 49, Hoekstra 38",Stabenow +11,2012-09-13,2012
Florida Senate - Mack vs. Nelson,NBC/WSJ/Marist,"Nelson 51, Mack 37",Nelson +14,2012-09-13,2012
Ohio Senate - Mandel vs. Brown,NBC/WSJ/Marist,"Brown 49, Mandel 42",Brown +7,2012-09-13,2012
Virginia Senate - Allen vs. Kaine,NBC/WSJ/Marist,"Kaine 46, Allen 46",Tie,2012-09-13,2012
Minnesota Senate - Bills vs. Klobuchar,PPP (D),"Klobuchar 55, Bills 36",Klobuchar +19,2012-09-13,2012
Ohio Senate - Mandel vs. Brown,Rasmussen Reports,"Brown 49, Mandel 41",Brown +8,2012-09-15,2012
Massachusetts Senate - Brown vs. Warren,Western NE University,"Warren 50, Brown 44",Warren +6,2012-09-16,2012
Michigan Senate - Hoekstra vs. Stabenow,Baydoun/Foster (D),"Stabenow 47, Hoekstra 42",Stabenow +5,2012-09-16,2012
Florida Senate - Mack vs. Nelson,Rasmussen Reports,"Nelson 47, Mack 40",Nelson +7,2012-09-16,2012
Virginia Senate - Allen vs. Kaine,Rasmussen Reports,"Kaine 47, Allen 45",Kaine +2,2012-09-17,2012
Massachusetts Senate - Brown vs. Warren,PPP (D),"Warren 48, Brown 46",Warren +2,2012-09-17,2012
Missouri Senate - Akin vs. McCaskill,Gravis Marketing,"McCaskill 40, Akin 44",Akin +4,2012-09-18,2012
Pennsylvania Senate - Smith vs. Casey,Morning Call,"Casey 45, Smith 33",Casey +12,2012-09-18,2012
Michigan Senate - Hoekstra vs. Stabenow,MRG,"Stabenow 46, Hoekstra 40",Stabenow +6,2012-09-18,2012
Florida Senate - Mack vs. Nelson,Gravis Marketing,"Nelson 42, Mack 43",Mack +1,2012-09-18,2012
Virginia Senate - Allen vs. Kaine,PPP (D),"Kaine 47, Allen 46",Kaine +1,2012-09-18,2012
Massachusetts Senate - Brown vs. Warren,Suffolk/7News,"Warren 48, Brown 44",Warren +4,2012-09-18,2012
New Jersey Senate - Kyrillos vs. Menendez,Philadelphia Inquirer,"Menendez 43, Kyrillos 32",Menendez +11,2012-09-18,2012
Wisconsin Senate - Thompson vs. Baldwin,Marquette University,"Baldwin 50, Thompson 41",Baldwin +9,2012-09-19,2012
Maine Senate - Summers vs. Dill vs. King,MPRC (D),"King 44, Summers 28, Dill 15",King +16,2012-09-19,2012
Wisconsin Senate - Thompson vs. Baldwin,CBS/NYT/Quinnipiac,"Baldwin 47, Thompson 47",Tie,2012-09-19,2012
Virginia Senate - Allen vs. Kaine,CBS/NYT/Quinnipiac,"Kaine 51, Allen 44",Kaine +7,2012-09-19,2012
Virginia Senate - Allen vs. Kaine,Washington Post,"Kaine 51, Allen 43",Kaine +8,2012-09-19,2012
Connecticut Senate - McMahon vs. Murphy,Hartford Courant/UConn,"Murphy 37, McMahon 33",Murphy +4,2012-09-19,2012
Massachusetts Senate - Brown vs. Warren,WBUR/MassINC,"Warren 47, Brown 42",Warren +5,2012-09-19,2012
Florida Senate - Mack vs. Nelson,FOX News,"Nelson 49, Mack 35",Nelson +14,2012-09-19,2012
Ohio Senate - Mandel vs. Brown,FOX News,"Brown 47, Mandel 40",Brown +7,2012-09-19,2012
Virginia Senate - Allen vs. Kaine,FOX News,"Kaine 47, Allen 43",Kaine +4,2012-09-19,2012
Maine Senate - Summers vs. Dill vs. King,PPP (D),"King 43, Summers 35, Dill 14",King +8,2012-09-19,2012
New Jersey Senate - Kyrillos vs. Menendez,Fairleigh Dickinson,"Menendez 50, Kyrillos 36",Menendez +14,2012-09-20,2012
Florida Senate - Mack vs. Nelson,WeAskAmerica,"Nelson 47, Mack 42",Nelson +5,2012-09-20,2012
Wisconsin Senate - Thompson vs. Baldwin,NBC/WSJ/Marist,"Baldwin 48, Thompson 46",Baldwin +2,2012-09-20,2012
Massachusetts Senate - Brown vs. Warren,UMass/Boston Herald,"Warren 45, Brown 49",Brown +4,2012-09-20,2012
Michigan Senate - Hoekstra vs. Stabenow,Detroit News,"Stabenow 50, Hoekstra 34",Stabenow +16,2012-09-20,2012
Nevada Senate - Heller vs. Berkley,Rasmussen Reports,"Heller 42, Berkley 41",Heller +1,2012-09-20,2012
Wisconsin Senate - Thompson vs. Baldwin,Rasmussen Reports,"Baldwin 49, Thompson 46",Baldwin +3,2012-09-21,2012
Wisconsin Senate - Thompson vs. Baldwin,PPP (D),"Baldwin 49, Thompson 45",Baldwin +4,2012-09-21,2012
California Senate - Emken vs. Feinstein,Field,"Feinstein 57, Emken 31",Feinstein +26,2012-09-22,2012
Florida Senate - Mack vs. Nelson,Miami Herald/Mason-Dixon,"Nelson 48, Mack 40",Nelson +8,2012-09-22,2012
Nebraska Senate - Fischer vs. Kerrey,Omaha World-Herald,"Fischer 56, Kerrey 40",Fischer +16,2012-09-23,2012
Pennsylvania Senate - Smith vs. Casey,Rasmussen Reports,"Casey 49, Smith 42",Casey +7,2012-09-23,2012
Montana Senate - Rehberg vs. Tester,Mason-Dixon*,"Rehberg 48, Tester 45",Rehberg +3,2012-09-23,2012
Wisconsin Senate - Thompson vs. Baldwin,WeAskAmerica,"Baldwin 52, Thompson 40",Baldwin +12,2012-09-24,2012
Ohio Senate - Mandel vs. Brown,Ohio Newspapers/Univ of Cin.,"Brown 52, Mandel 45",Brown +7,2012-09-24,2012
Florida Senate - Mack vs. Nelson,Washington Post,"Nelson 54, Mack 40",Nelson +14,2012-09-25,2012
Massachusetts Senate - Brown vs. Warren,Rasmussen Reports,"Warren 48, Brown 48",Tie,2012-09-25,2012
New Jersey Senate - Kyrillos vs. Menendez,Monmouth University,"Menendez 49, Kyrillos 34",Menendez +15,2012-09-25,2012
Michigan Senate - Hoekstra vs. Stabenow,Rasmussen Reports,"Stabenow 53, Hoekstra 37",Stabenow +16,2012-09-25,2012
Pennsylvania Senate - Smith vs. Casey,Tribune-Review/Susquehanna,"Casey 46, Smith 41",Casey +5,2012-09-25,2012
Nevada Senate - Heller vs. Berkley,PPP (D),"Heller 44, Berkley 48",Berkley +4,2012-09-25,2012
Nevada Senate - Heller vs. Berkley,Retail Assoc. of Nevada/POS (R),"Heller 44, Berkley 39",Heller +5,2012-09-25,2012
Ohio Senate - Mandel vs. Brown,Gravis Marketing,"Brown 44, Mandel 43",Brown +1,2012-09-25,2012
Ohio Senate - Mandel vs. Brown,Washington Post,"Brown 53, Mandel 41",Brown +12,2012-09-25,2012
Florida Senate - Mack vs. Nelson,PPP (D),"Nelson 46, Mack 37",Nelson +9,2012-09-25,2012
Maryland Senate - Bongino vs. Cardin vs. Sobhani,Gonzales Research,"Cardin 50, Bongino 22, Sobhani 21",Cardin +28,2012-09-26,2012
Pennsylvania Senate - Smith vs. Casey,Franklin & Marshall,"Casey 48, Smith 38",Casey +10,2012-09-26,2012
Connecticut Senate - McMahon vs. Murphy,PPP (D),"Murphy 48, McMahon 42",Murphy +6,2012-09-26,2012
Pennsylvania Senate - Smith vs. Casey,CBS/NYT/Quinnipiac,"Casey 49, Smith 43",Casey +6,2012-09-26,2012
Ohio Senate - Mandel vs. Brown,CBS/NYT/Quinnipiac,"Brown 50, Mandel 40",Brown +10,2012-09-26,2012
Florida Senate - Mack vs. Nelson,CBS/NYT/Quinnipiac,"Nelson 53, Mack 39",Nelson +14,2012-09-26,2012
Arizona Senate - Flake vs. Carmona,Rasmussen Reports,"Flake 47, Carmona 41",Flake +6,2012-09-26,2012
Minnesota Senate - Bills vs. Klobuchar,Star Tribune/Mason-Dixon,"Klobuchar 57, Bills 28",Klobuchar +29,2012-09-27,2012
Maine Senate - Summers vs. Dill vs. King,Rasmussen Reports,"King 45, Summers 33, Dill 14",King +12,2012-09-27,2012
Indiana Senate - Mourdock vs. Donnelly,Howey/DePauw*,"Mourdock 38, Donnelly 40",Donnelly +2,2012-09-27,2012
Nevada Senate - Heller vs. Berkley,NBC/WSJ/Marist,"Heller 49, Berkley 43",Heller +6,2012-09-27,2012
Virginia Senate - Allen vs. Kaine,Suffolk/WWBT,"Kaine 44, Allen 44",Tie,2012-09-27,2012
