,Date,Poll,Race/Topic (Click to Sort),Results,Spread,Year
5908,2015-12-14,NBC/WSJ,General Election: Cruz vs. Clinton,"Cruz 45, Clinton 48",Clinton +3,2015
5909,2015-12-14,NBC/WSJ,General Election: Rubio vs. Clinton,"Rubio 48, Clinton 45",Rubio +3,2015
5910,2015-12-14,NBC/WSJ,General Election: Carson vs. Clinton,"Clinton 46, Carson 47",Carson +1,2015
5911,2015-12-14,NBC/WSJ,President Obama Job Approval,"Approve 43, Disapprove 51",Disapprove +8,2015
5912,2015-12-14,USA Today/Suffolk,President Obama Job Approval,"Approve 44, Disapprove 50",Disapprove +6,2015
5913,2015-12-14,USA Today/Suffolk,Direction of Country,"Right Direction 22, Wrong Track 64",Wrong Track +42,2015
5914,2015-12-14,NBC/WSJ,Direction of Country,"Right Direction 20, Wrong Track 70",Wrong Track +50,2015
5915,2015-12-14,Rasmussen Reports,Direction of Country,"Right Direction 24, Wrong Track 68",Wrong Track +44,2015
5916,2015-12-13,NBC/WSJ,2016 Republican Presidential Nomination,"Trump 27, Cruz 22, Rubio 15, Carson 11, Christie 3, Bush 7, Paul 2, Fiorina 5, Kasich 2, Huckabee 3, Graham, Santorum, Pataki",Trump +5,2015
5917,2015-12-13,FOX News,Iowa Republican Presidential Caucus,"Cruz 28, Trump 26, Rubio 13, Carson 10, Bush 5, Huckabee 1, Paul 5, Christie 2, Fiorina 2, Kasich 1, Santorum 0, Graham 0, Pataki 1",Cruz +2,2015
5918,2015-12-13,FOX News,Iowa Democratic Presidential Caucus,"Clinton 50, Sanders 36, O'Malley 5",Clinton +14,2015
5919,2015-12-12,Des Moines Register,Iowa Republican Presidential Caucus,"Cruz 31, Trump 21, Rubio 10, Carson 13, Bush 6, Huckabee 3, Paul 3, Christie 3, Fiorina 1, Kasich 2, Santorum 1, Graham 0, Pataki 0",Cruz +10,2015
5920,2015-12-11,WBUR/MassINC,New Hampshire Republican Presidential Primary,"Trump 27, Rubio 11, Cruz 10, Bush 8, Kasich 7, Christie 12, Fiorina 3, Carson 6, Paul 2, Santorum 0, Huckabee 1",Trump +15,2015
5921,2015-12-11,WSB/Landmark,Georgia Republican Presidential Primary,"Trump 43, Cruz 16, Rubio 11, Carson 7, Bush 5, Fiorina 2, Kasich 2, Paul 1, Huckabee 2, Christie, Graham, Pataki, Santorum",Trump +27,2015
5922,2015-12-10,CBS/NY Times,2016 Republican Presidential Nomination,"Trump 35, Cruz 16, Rubio 9, Carson 13, Christie 3, Bush 3, Paul 4, Fiorina 1, Kasich 3, Huckabee 3, Graham 0, Santorum 0, Pataki 0",Trump +19,2015
5923,2015-12-10,CBS/NY Times,2016 Democratic Presidential Nomination,"Clinton 52, Sanders 32, O'Malley 2",Clinton +20,2015
5924,2015-12-10,CBS/NY Times,Public Approval of Health Care Law,"For/Favor 40, Against/Oppose 52",Against/Oppose +12,2015
5925,2015-12-10,CBS/NY Times,President Obama Job Approval,"Approve 44, Disapprove 48",Disapprove +4,2015
5926,2015-12-10,Winthrop,South Carolina Republican Presidential Primary,"Trump 24, Cruz 16, Rubio 11, Carson 14, Bush 9, Paul 1, Christie 1, Fiorina 2, Graham 2, Kasich 1, Huckabee 2, Santorum 0, Pataki 0",Trump +8,2015
5927,2015-12-10,Reuters/Ipsos,President Obama Job Approval,"Approve 41, Disapprove 53",Disapprove +12,2015
5928,2015-12-10,CBS/NY Times,Congressional Job Approval,"Approve 15, Disapprove 74",Disapprove +59,2015
5929,2015-12-10,CBS/NY Times,Direction of Country,"Right Direction 24, Wrong Track 68",Wrong Track +44,2015
5930,2015-12-10,Reuters/Ipsos,Direction of Country,"Right Direction 24, Wrong Track 66",Wrong Track +42,2015
5931,2015-12-09,CNN/WMUR,New Hampshire 2016 Democratic Primary,"Sanders 50, Clinton 40, O'Malley 1",Sanders +10,2015
5932,2015-12-09,FOX News,South Carolina Democratic Presidential Primary,"Clinton 65, Sanders 21, O'Malley 3",Clinton +44,2015
5933,2015-12-09,FOX News,South Carolina Republican Presidential Primary,"Trump 35, Cruz 14, Rubio 14, Carson 15, Bush 5, Paul 2, Christie 2, Fiorina 1, Graham 2, Kasich 1, Huckabee 1, Santorum 1, Pataki 0",Trump +20,2015
5934,2015-12-09,PPP (D),North Carolina Senate - Burr vs. Ross,"Burr 46, Ross 35",Burr +11,2015
5935,2015-12-09,PPP (D),North Carolina Governor - McCrory vs. Cooper,"McCrory 44, Cooper 42",McCrory +2,2015
5936,2015-12-09,The Economist/YouGov,President Obama Job Approval,"Approve 42, Disapprove 56",Disapprove +14,2015
5937,2015-12-09,The Economist/YouGov,Congressional Job Approval,"Approve 10, Disapprove 67",Disapprove +57,2015
5938,2015-12-09,The Economist/YouGov,Direction of Country,"Right Direction 25, Wrong Track 67",Wrong Track +42,2015
5939,2015-12-08,CNN/WMUR,New Hampshire Republican Presidential Primary,"Trump 32, Rubio 14, Cruz 6, Bush 8, Kasich 7, Christie 9, Fiorina 5, Carson 5, Paul 2, Santorum 0, Huckabee 1",Trump +18,2015
5940,2015-12-08,USA Today/Suffolk,2016 Republican Presidential Nomination,"Trump 27, Cruz 17, Rubio 16, Carson 10, Christie 2, Bush 4, Paul 2, Fiorina 1, Kasich 2, Huckabee 1, Graham 0, Santorum 1, Pataki 0",Trump +10,2015
5941,2015-12-08,USA Today/Suffolk,2016 Democratic Presidential Nomination,"Clinton 56, Sanders 29, O'Malley 4",Clinton +27,2015
5942,2015-12-08,Monmouth,Iowa Democratic Presidential Caucus,"Clinton 55, Sanders 33, O'Malley 6",Clinton +22,2015
5943,2015-12-08,PPP (D),North Carolina Republican Presidential Primary,"Trump 33, Carson 14, Cruz 16, Rubio 14, Bush 5, Christie 4, Fiorina 2, Huckabee 2, Kasich 3, Paul 2, Graham 1, Santorum 1",Trump +17,2015
5944,2015-12-08,PPP (D),North Carolina Democratic Presidential Primary,"Clinton 60, Sanders 21, O'Malley 10",Clinton +39,2015
5945,2015-12-08,USA Today/Suffolk,General Election: Trump vs. Clinton,"Clinton 48, Trump 44",Clinton +4,2015
5946,2015-12-08,USA Today/Suffolk,General Election: Cruz vs. Clinton,"Cruz 45, Clinton 47",Clinton +2,2015
5947,2015-12-08,USA Today/Suffolk,General Election: Rubio vs. Clinton,"Rubio 48, Clinton 45",Rubio +3,2015
5948,2015-12-08,USA Today/Suffolk,General Election: Carson vs. Clinton,"Clinton 46, Carson 45",Clinton +1,2015
5949,2015-12-08,PPP (D),North Carolina: Trump vs. Clinton,"Clinton 43, Trump 47",Trump +4,2015
5950,2015-12-08,PPP (D),North Carolina: Cruz vs. Clinton,"Clinton 43, Cruz 47",Cruz +4,2015
5951,2015-12-08,PPP (D),North Carolina: Rubio vs. Clinton,"Rubio 46, Clinton 42",Rubio +4,2015
5952,2015-12-08,PPP (D),North Carolina: Carson vs. Clinton,"Carson 47, Clinton 41",Carson +6,2015
5953,2015-12-08,PPP (D),North Carolina: Bush vs. Clinton,"Clinton 43, Bush 43",Tie,2015
5954,2015-12-08,PPP (D),North Carolina: Trump vs. Sanders,"Trump 46, Sanders 44",Trump +2,2015
5955,2015-12-08,PPP (D),North Carolina: Cruz vs. Sanders,"Cruz 44, Sanders 42",Cruz +2,2015
5956,2015-12-08,PPP (D),North Carolina: Carson vs. Sanders,"Carson 46, Sanders 37",Carson +9,2015
5957,2015-12-08,PPP (D),North Carolina: Bush vs. Sanders,"Bush 42, Sanders 39",Bush +3,2015
5958,2015-12-07,Monmouth,Iowa Republican Presidential Caucus,"Cruz 24, Trump 19, Rubio 17, Carson 13, Bush 6, Huckabee 2, Paul 4, Christie 2, Fiorina 3, Kasich 3, Santorum 1, Graham 0, Pataki 0",Cruz +5,2015
5959,2015-12-07,CNN/ORC,Iowa Republican Presidential Caucus,"Cruz 20, Trump 33, Rubio 11, Carson 16, Bush 4, Huckabee 2, Paul 3, Christie 2, Fiorina 3, Kasich 1, Santorum 1, Graham 0, Pataki 0",Trump +13,2015
5960,2015-12-07,CNN/ORC,Iowa Democratic Presidential Caucus,"Clinton 54, Sanders 36, O'Malley 4",Clinton +18,2015
5961,2015-12-07,IBD/TIPP,2016 Republican Presidential Nomination,"Trump 27, Cruz 13, Rubio 14, Carson 15, Christie 2, Bush 3, Paul 2, Fiorina 3, Kasich 2, Huckabee 2, Graham 0, Santorum 0, Pataki",Trump +12,2015
5962,2015-12-07,IBD/TIPP,2016 Democratic Presidential Nomination,"Clinton 51, Sanders 33, O'Malley 1",Clinton +18,2015
5963,2015-12-07,MSNBC/Telemundo/Marist,General Election: Trump vs. Clinton,"Clinton 52, Trump 41",Clinton +11,2015
5964,2015-12-07,MSNBC/Telemundo/Marist,General Election: Cruz vs. Clinton,"Cruz 44, Clinton 51",Clinton +7,2015
5965,2015-12-07,MSNBC/Telemundo/Marist,General Election: Rubio vs. Clinton,"Rubio 45, Clinton 48",Clinton +3,2015
5966,2015-12-07,MSNBC/Telemundo/Marist,General Election: Carson vs. Clinton,"Clinton 48, Carson 47",Clinton +1,2015
5967,2015-12-07,MSNBC/Telemundo/Marist,General Election: Bush vs. Clinton,"Clinton 49, Bush 45",Clinton +4,2015
5968,2015-12-07,PPP (D),New Hampshire: Trump vs. Clinton,"Clinton 47, Trump 41",Clinton +6,2015
5969,2015-12-07,PPP (D),New Hampshire: Cruz vs. Clinton,"Clinton 47, Cruz 39",Clinton +8,2015
5970,2015-12-07,PPP (D),New Hampshire: Rubio vs. Clinton,"Rubio 43, Clinton 44",Clinton +1,2015
5971,2015-12-07,PPP (D),New Hampshire: Carson vs. Clinton,"Clinton 45, Carson 43",Clinton +2,2015
5972,2015-12-07,PPP (D),New Hampshire: Bush vs. Clinton,"Bush 41, Clinton 43",Clinton +2,2015
5973,2015-12-07,PPP (D),New Hampshire: Trump vs. Sanders,"Sanders 49, Trump 40",Sanders +9,2015
5974,2015-12-07,PPP (D),New Hampshire: Cruz vs. Sanders,"Sanders 48, Cruz 38",Sanders +10,2015
5975,2015-12-07,PPP (D),New Hampshire: Rubio vs. Sanders,"Sanders 45, Rubio 41",Sanders +4,2015
5976,2015-12-07,PPP (D),New Hampshire: Carson vs. Sanders,"Sanders 46, Carson 41",Sanders +5,2015
5977,2015-12-07,PPP (D),New Hampshire: Bush vs. Sanders,"Sanders 47, Bush 38",Sanders +9,2015
5978,2015-12-07,PPP (D),New Hampshire Senate - Ayotte vs. Hassan,"Ayotte 42, Hassan 42",Tie,2015
5979,2015-12-07,Rasmussen Reports,Direction of Country,"Right Direction 25, Wrong Track 68",Wrong Track +43,2015
5980,2015-12-06,CNN/Opinion Research,President Obama Job Approval,"Approve 45, Disapprove 53",Disapprove +8,2015
5981,2015-12-05,CNN/ORC,General Election: Trump vs. Clinton,"Clinton 49, Trump 46",Clinton +3,2015
5982,2015-12-05,CNN/ORC,General Election: Cruz vs. Clinton,"Cruz 47, Clinton 50",Clinton +3,2015
5983,2015-12-05,CNN/ORC,General Election: Rubio vs. Clinton,"Rubio 49, Clinton 48",Rubio +1,2015
5984,2015-12-05,CNN/ORC,General Election: Carson vs. Clinton,"Clinton 47, Carson 50",Carson +3,2015
5985,2015-12-05,CNN/ORC,General Election: Bush vs. Clinton,"Clinton 49, Bush 47",Clinton +2,2015
5986,2015-12-04,CNN/ORC,2016 Republican Presidential Nomination,"Trump 36, Cruz 16, Rubio 12, Carson 14, Christie 4, Bush 3, Paul 1, Fiorina 3, Kasich 2, Huckabee 2, Graham 0, Santorum 0, Pataki 0",Trump +20,2015
5987,2015-12-04,CNN/ORC,2016 Democratic Presidential Nomination,"Clinton 58, Sanders 30, O'Malley 2",Clinton +28,2015
5988,2015-12-03,PPP (D),New Hampshire Republican Presidential Primary,"Trump 27, Rubio 11, Cruz 13, Bush 5, Kasich 8, Christie 10, Fiorina 6, Carson 9, Paul 4, Santorum 1, Huckabee 1",Trump +14,2015
5989,2015-12-03,PPP (D),New Hampshire 2016 Democratic Primary,"Sanders 42, Clinton 44, O'Malley 8",Clinton +2,2015
5990,2015-12-03,Quinnipiac,President Obama Job Approval,"Approve 44, Disapprove 51",Disapprove +7,2015
5991,2015-12-03,Reuters/Ipsos,President Obama Job Approval,"Approve 44, Disapprove 50",Disapprove +6,2015
5992,2015-12-03,Reuters/Ipsos,Direction of Country,"Right Direction 27, Wrong Track 58",Wrong Track +31,2015
5993,2015-12-02,Quinnipiac,2016 Republican Presidential Nomination,"Trump 27, Cruz 16, Rubio 17, Carson 16, Christie 2, Bush 5, Paul 2, Fiorina 3, Kasich 2, Huckabee 1, Graham 0, Santorum 0, Pataki 0",Trump +10,2015
5994,2015-12-02,Quinnipiac,2016 Democratic Presidential Nomination,"Clinton 60, Sanders 30, O'Malley 2",Clinton +30,2015
5995,2015-12-02,Quinnipiac,General Election: Trump vs. Clinton,"Clinton 47, Trump 41",Clinton +6,2015
5996,2015-12-02,Quinnipiac,General Election: Cruz vs. Clinton,"Cruz 42, Clinton 47",Clinton +5,2015
5997,2015-12-02,Quinnipiac,General Election: Rubio vs. Clinton,"Rubio 44, Clinton 45",Clinton +1,2015
5998,2015-12-02,Quinnipiac,General Election: Carson vs. Clinton,"Clinton 46, Carson 43",Clinton +3,2015
5999,2015-12-02,Quinnipiac,General Election: Trump vs. Sanders,"Sanders 49, Trump 41",Sanders +8,2015
6000,2015-12-02,Quinnipiac,General Election: Cruz vs. Sanders,"Sanders 49, Cruz 39",Sanders +10,2015
6001,2015-12-02,Quinnipiac,General Election: Rubio vs. Sanders,"Rubio 43, Sanders 44",Sanders +1,2015
6002,2015-12-02,Quinnipiac,General Election: Carson vs. Sanders,"Sanders 47, Carson 41",Sanders +6,2015
6003,2015-12-03,PPP (D),New Hampshire Republican Presidential Primary,"Trump 27, Rubio 11, Cruz 13, Carson 9, Kasich 8, Bush 5, Christie 10, Fiorina 6, Paul 4, Huckabee 1, Santorum 1, Graham 0, Pataki 1",Trump +14,2015
6004,2015-12-03,Gallup,President Obama Job Approval,"Approve 47, Disapprove 50",Disapprove +3,2015
6005,2015-12-03,Rasmussen Reports,President Obama Job Approval,"Approve 47, Disapprove 52",Disapprove +5,2015
6006,2015-12-02,Quinnipiac,2016 Republican Presidential Nomination,"Trump 27, Carson 16, Rubio 17, Cruz 16, Bush 5, Fiorina 3, Huckabee 1, Christie 2, Kasich 2, Paul 2, Graham 0, Pataki 0, Santorum 0",Trump +10,2015
6007,2015-12-02,Quinnipiac,General Election: Cruz vs. Clinton,"Clinton 47, Cruz 42",Clinton +5,2015
6008,2015-12-02,Quinnipiac,General Election: Carson vs. Clinton,"Carson 43, Clinton 46",Clinton +3,2015
6009,2015-12-02,Quinnipiac,General Election: Rubio vs. Sanders,"Sanders 44, Rubio 43",Sanders +1,2015
6010,2015-12-02,Quinnipiac,General Election: Carson vs. Sanders,"Carson 41, Sanders 47",Sanders +6,2015
6011,2015-12-01,Rasmussen Reports,Public Approval of Health Care Law,"For/Favor 45, Against/Oppose 51",Against/Oppose +6,2015
6012,2015-11-30,Rasmussen Reports,Direction of Country,"Right Direction 28, Wrong Track 63",Wrong Track +35,2015
6013,2015-11-25,Quinnipiac,Iowa Democratic Presidential Caucus,"Clinton 51, Sanders 42, O'Malley 4",Clinton +9,2015
6014,2015-11-25,Reuters/Ipsos,President Obama Job Approval,"Approve 42, Disapprove 53",Disapprove +11,2015
6015,2015-11-25,Reuters/Ipsos,Direction of Country,"Right Direction 24, Wrong Track 64",Wrong Track +40,2015
6016,2015-11-24,Quinnipiac,Iowa Republican Presidential Caucus,"Trump 25, Carson 18, Cruz 23, Rubio 13, Bush 4, Fiorina 3, Paul 5, Jindal, Christie 2, Huckabee 2, Santorum 2, Kasich 1, Graham 0, Pataki 0",Trump +2,2015
6017,2015-11-24,Boston Globe/Suffolk,Massachusetts Republican Presidential Primary,"Trump 32, Rubio 18, Carson 5, Cruz 10, Bush 7, Fiorina 4, Christie 4, Kasich 2, Paul 1, Graham 0, Huckabee 0",Trump +14,2015
6018,2015-11-24,Boston Globe/Suffolk,Massachusetts Democratic Presidential Primary,"Clinton 54, Sanders 29, O'Malley 3",Clinton +25,2015
6019,2015-11-24,CBS News,President Obama Job Approval,"Approve 42, Disapprove 47",Disapprove +5,2015
6020,2015-11-24,ABC News/Wash Post,President Obama Job Approval,"Approve 46, Disapprove 50",Disapprove +4,2015
6021,2015-11-24,The Economist/YouGov,President Obama Job Approval,"Approve 44, Disapprove 53",Disapprove +9,2015
6022,2015-11-24,The Economist/YouGov,Congressional Job Approval,"Approve 13, Disapprove 65",Disapprove +52,2015
6023,2015-11-24,The Economist/YouGov,Direction of Country,"Right Direction 26, Wrong Track 65",Wrong Track +39,2015
6024,2015-11-23,CBS News/YouGov,Iowa Democratic Presidential Caucus,"Clinton 50, Sanders 44, O'Malley 5",Clinton +6,2015
6025,2015-11-23,CBS News/YouGov,New Hampshire 2016 Democratic Primary,"Sanders 52, Clinton 45, O'Malley 3",Sanders +7,2015
6026,2015-11-23,CBS News/YouGov,South Carolina Democratic Presidential Primary,"Clinton 72, Sanders 25, O'Malley 2",Clinton +47,2015
6027,2015-11-23,Rasmussen Reports,Direction of Country,"Right Direction 25, Wrong Track 67",Wrong Track +42,2015
6028,2015-11-22,ABC/Wash Post,2016 Republican Presidential Nomination,"Trump 32, Carson 22, Rubio 11, Cruz 8, Bush 6, Fiorina 4, Huckabee 3, Christie 2, Kasich 3, Paul 3, Graham 1, Pataki 0, Santorum 1",Trump +10,2015
6029,2015-11-22,ABC/Wash Post,2016 Democratic Presidential Nomination,"Clinton 60, Sanders 34, O'Malley 3",Clinton +26,2015
6030,2015-11-22,FOX News,2016 Republican Presidential Nomination,"Trump 28, Carson 18, Rubio 14, Cruz 14, Bush 5, Fiorina 3, Huckabee 3, Christie 3, Kasich 2, Paul 2, Graham 0, Pataki 1, Santorum 0",Trump +10,2015
6031,2015-11-22,FOX News,2016 Democratic Presidential Nomination,"Clinton 55, Sanders 32, O'Malley 3",Clinton +23,2015
6032,2015-11-22,Boston Globe/Suffolk,New Hampshire Republican Presidential Primary,"Trump 22, Rubio 11, Cruz 9, Carson 10, Kasich 9, Bush 8, Christie 4, Fiorina 4, Paul 3, Huckabee 1, Santorum 0, Graham 0, Pataki 0",Trump +11,2015
6033,2015-11-22,CBS/YouGov,Iowa Republican Presidential Caucus,"Trump 30, Carson 19, Cruz 21, Rubio 11, Bush 5, Fiorina 4, Paul 2, Jindal 2, Christie 2, Huckabee 1, Santorum 2, Kasich 1, Graham 0, Pataki 0",Trump +9,2015
6034,2015-11-22,CBS/YouGov,New Hampshire Republican Presidential Primary,"Trump 32, Rubio 13, Cruz 10, Carson 10, Kasich 8, Bush 6, Christie 5, Fiorina 6, Paul 6, Huckabee 1, Santorum 1, Graham 1, Pataki 0",Trump +19,2015
6035,2015-11-22,CBS/YouGov,South Carolina Republican Presidential Primary,"Trump 35, Carson 19, Rubio 16, Cruz 13, Bush 5, Fiorina 2, Kasich 2, Huckabee 2, Graham 3, Paul 1, Christie 1, Santorum 1, Jindal 0, Pataki",Trump +16,2015
6036,2015-11-22,FOX News,General Election: Trump vs. Clinton,"Clinton 41, Trump 46",Trump +5,2015
6037,2015-11-22,FOX News,General Election: Carson vs. Clinton,"Carson 47, Clinton 42",Carson +5,2015
6038,2015-11-22,FOX News,General Election: Rubio vs. Clinton,"Rubio 50, Clinton 42",Rubio +8,2015
6039,2015-11-22,FOX News,General Election: Bush vs. Clinton,"Clinton 39, Bush 45",Bush +6,2015
6040,2015-11-22,FOX News,General Election: Cruz vs. Clinton,"Clinton 41, Cruz 45",Cruz +4,2015
6041,2015-11-22,FOX News,General Election: Fiorina vs. Clinton,"Clinton 42, Fiorina 42",Tie,2015
6042,2015-11-22,FOX News,General Election: Christie vs. Clinton,"Clinton 43, Christie 46",Christie +3,2015
6043,2015-11-22,FOX News,General Election: Trump vs. Sanders,"Sanders 41, Trump 46",Trump +5,2015
6044,2015-11-22,FOX News,President Obama Job Approval,"Approve 40, Disapprove 54",Disapprove +14,2015
6045,2015-11-22,Baltimore Sun/Univ. of Baltimore,Maryland Senate - Democratic Primary (Van Hollen vs. Edwards),"Van Hollen 45, Edwards 31",Van Hollen +14,2015
6046,2015-11-22,Baltimore Sun/Univ. of Baltimore,Maryland Senate - Democratic Primary,"Cummings 40, Van Hollen 28, Edwards 19",Cummings +12,2015
6047,2015-11-21,Marquette,Wisconsin Republican Presidential Primary,"Carson 22, Trump 19, Rubio 19, Cruz 9, Fiorina 5, Bush 6, Christie 4, Huckabee 1, Kasich 1, Paul 1, Santorum 0, Jindal 0, Graham, Walker",Carson +3,2015
6048,2015-11-21,Marquette,Wisconsin Democratic Presidential Primary,"Clinton 50, Sanders 41, O'Malley 2",Clinton +9,2015
6049,2015-11-21,Marquette,Wisconsin: Trump vs. Clinton,"Clinton 48, Trump 38",Clinton +10,2015
6050,2015-11-21,Marquette,Wisconsin: Carson vs. Clinton,"Clinton 44, Carson 45",Carson +1,2015
6051,2015-11-21,Marquette,Wisconsin: Rubio vs. Clinton,"Clinton 44, Rubio 45",Rubio +1,2015
6052,2015-11-21,Marquette,Wisconsin: Trump vs. Sanders,"Sanders 52, Trump 35",Sanders +17,2015
6053,2015-11-21,Marquette,Wisconsin: Carson vs. Sanders,"Sanders 47, Carson 41",Sanders +6,2015
6054,2015-11-21,Marquette,Wisconsin: Rubio vs. Sanders,"Sanders 46, Rubio 42",Sanders +4,2015
6055,2015-11-21,Marquette,Wisconsin Senate - Johnson vs. Feingold,"Feingold 49, Johnson 38",Feingold +11,2015
6056,2015-11-20,Bloomberg,2016 Democratic Presidential Nomination,"Clinton 55, Sanders 30, O'Malley 3",Clinton +25,2015
6057,2015-11-20,Sooner Poll/News 9/News on 6,Oklahoma Republican Presidential Primary,"Trump 27, Carson 18, Rubio 16, Cruz 18, Huckabee 4, Bush 2, Fiorina 2, Paul 2, Kasich 1, Christie, Graham, Santorum, Pataki",Trump +9,2015
6058,2015-11-20,Sooner Poll/News 9/News on 6,Oklahoma Democratic Presidential Primary,"Clinton 47, Sanders 12, O'Malley 2",Clinton +35,2015
6059,2015-11-20,PPP (D),Congressional Job Approval,"Approve 12, Disapprove 76",Disapprove +64,2015
6060,2015-11-19,Bloomberg,2016 Republican Presidential Nomination,"Trump 24, Carson 20, Rubio 12, Cruz 9, Bush 6, Fiorina 3, Huckabee 3, Christie 4, Kasich 3, Paul 3, Graham 1, Pataki 1, Santorum 1",Trump +4,2015
6061,2015-11-19,FOX News,New Hampshire Republican Presidential Primary,"Trump 27, Rubio 13, Cruz 11, Carson 9, Kasich 7, Bush 9, Christie 6, Fiorina 3, Paul 3, Huckabee 1, Santorum 1, Graham 1, Pataki 0",Trump +14,2015
6062,2015-11-19,FOX News,New Hampshire 2016 Democratic Primary,"Sanders 45, Clinton 44, O'Malley 5",Sanders +1,2015
6063,2015-11-19,PPP (D),2016 Republican Presidential Nomination,"Trump 26, Carson 19, Rubio 13, Cruz 14, Bush 5, Fiorina 4, Huckabee 4, Christie 3, Kasich 3, Paul 2, Graham 1, Pataki 1, Santorum 0",Trump +7,2015
6064,2015-11-19,PPP (D),2016 Democratic Presidential Nomination,"Clinton 59, Sanders 26, O'Malley 7",Clinton +33,2015
6065,2015-11-19,Behavior Research Center,Arizona Democratic Presidential Primary,"Clinton 47, Sanders 19, O'Malley 2",Clinton +28,2015
6066,2015-11-19,PPP (D),General Election: Trump vs. Clinton,"Clinton 45, Trump 44",Clinton +1,2015
6067,2015-11-19,PPP (D),General Election: Carson vs. Clinton,"Carson 45, Clinton 46",Clinton +1,2015
6068,2015-11-19,PPP (D),General Election: Rubio vs. Clinton,"Rubio 45, Clinton 43",Rubio +2,2015
6069,2015-11-19,PPP (D),General Election: Bush vs. Clinton,"Clinton 43, Bush 41",Clinton +2,2015
6070,2015-11-19,PPP (D),General Election: Cruz vs. Clinton,"Clinton 46, Cruz 44",Clinton +2,2015
6071,2015-11-19,FOX News,New Hampshire: Trump vs. Clinton,"Clinton 47, Trump 40",Clinton +7,2015
6072,2015-11-19,FOX News,New Hampshire: Rubio vs. Clinton,"Rubio 47, Clinton 40",Rubio +7,2015
